Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4,predicted_depth
113.0600698,34.84091648,1.66,1061,1199,1365,993,1.8487388888900005
113.0632245,34.83974657,1.645,934,1027,1059,765,1.5321916666666668
113.0601213,34.84102648,1.6075,1039,1182,1361,1002,1.581774999999999
113.0633305,34.83965846,1.685,934,1027,1059,765,1.684091666666664
113.0662106,34.84840465,1.6675,1105,1272,1471,1006,1.8855166666666654
113.0598915,34.84077773,1.625,1039,1190,1372,993,1.728191666666666
113.0679002,34.84496073,1.61,1039,1149,1343,1052,1.8942999999999945
113.0631561,34.84454593,1.5475,1069,1203,1402,1019,1.632733333333337
113.0704562,34.84928656,1.6425,1054,1177,1376,1018,2.009408333333335
113.0600743,34.84092748,1.6525,1061,1199,1365,993,1.7809972222233335
113.068021,34.84489639,1.6825,1039,1149,1343,1052,1.6188333333333316
113.0732493,34.83767496,1.7125,1029,1166,1363,1123,1.7884527777766652
113.0635273,34.83953838,1.67,884,998,972,737,1.7307083333333273
113.0713808,34.84852378,1.67,1087,1214,1394,920,2.0391749999999975
113.0725027,34.83795229,1.7225,1007,1137,1330,1040,1.7797416666666626
113.0719599,34.84997896,1.645,1060,1198,1377,991,1.774558333333336
113.0634504,34.83903786,2.035,890,1022,950,1957,2.571441666666667
113.0704837,34.84926931,1.6375,1054,1177,1376,1018,2.010158333333335
113.0717759,34.83759976,1.66,1152,1351,1543,2098,2.0206000000000053
113.0649936,34.83932643,1.6575,1032,1158,1336,1136,2.522072222219996
113.0602521,34.84115439,1.7,1044,1194,1371,984,1.7005416666666642
113.0719722,34.85035084,1.7575,1053,1188,1371,1029,1.8443444444466666
113.0628784,34.84416569,1.6375,1041,1169,1359,1001,3.828891666666667
113.0636984,34.84032831,1.65,1023,1153,1337,1050,1.444716666666668
113.0622377,34.84040135,1.6125,951,1041,1103,815,1.6483166666499935
113.0718276,34.837981,1.6975,1012,1162,1323,1007,1.883533333333335
113.0717699,34.83760872,1.685,1152,1351,1543,2098,2.022600000000004
113.0628865,34.84086829,1.595,1000,1141,1325,1089,1.179725000000002
113.0643111,34.84581239,1.6,1075,1229,1417,1065,1.7120333333333413
113.0680632,34.84491226,1.605,1039,1149,1343,1052,1.6225999999999983
113.070616,34.8476185,1.6525,1044,1161,1381,1038,2.34066666666667
113.0633684,34.83959909,1.6525,856,981,921,709,1.7058333333333278
113.0613495,34.84243138,1.6875,1059,1179,1369,1025,1.9260416666666662
113.0681609,34.84496978,1.9275,1028,1149,1347,1048,2.1426916666666704
113.0587577,34.83969098,1.665,1044,1185,1353,1031,1.7224527777733325
113.0727123,34.84897922,1.6825,1055,1170,1367,1031,1.499166666666671
113.0700168,34.84821261,1.7075,1060,1207,1392,968,1.803358333333324
113.0647111,34.83881859,1.87,991,1176,1208,1882,2.248511111113338
113.0725099,34.83808486,1.7375,990,1145,1327,1021,1.7572583333333378
113.063159,34.84453937,1.6075,1069,1203,1402,1019,1.724041666666664
113.0732518,34.83791937,1.6925,1013,1154,1338,1039,1.6900250000000003
113.0632459,34.83956762,1.6825,856,981,921,709,1.7374333333333292
113.0600606,34.8408942,1.725,1061,1199,1365,993,1.9558972222233364
113.0632761,34.83955856,1.705,856,981,921,709,1.7509666666666628
113.0576249,34.82923492,1.4325,1118,1377,1614,1935,2.774291666666677
113.0649474,34.83927116,1.655,1018,1146,1335,1145,2.3017611111099954
113.0596463,34.84066715,1.6575,1044,1195,1368,1007,1.6450166666633366
113.0732807,34.83841717,1.67,1032,1170,1340,1151,1.8179249999933325
113.063949,34.84172874,1.8775,1028,1170,1350,1080,2.548708333333327
113.0679271,34.84492481,1.7475,1039,1149,1343,1052,1.7742999999999953
113.0630118,34.83963816,1.725,917,998,975,714,1.653624999999991
113.0732531,34.8379441,1.7825,1013,1154,1338,1039,1.7236166666666657
113.0679192,34.84493771,1.6925,1039,1149,1343,1052,1.8330583333333277
113.06624,34.84839403,1.76,1094,1251,1417,982,2.016433333333335
113.0681054,34.84494027,1.695,1028,1149,1347,1048,2.1633416666666707
113.0655925,34.84757432,1.7025,1086,1196,1419,1034,1.721166666666658
113.0725065,34.83802051,1.725,990,1145,1327,1021,1.7306416666666746
113.059526,34.84030487,1.7325,1044,1178,1375,988,1.5378722222166636
113.0629208,34.84100613,1.705,1017,1136,1322,1103,1.9250749999999983
113.0603396,34.84124478,1.75,1044,1194,1371,984,1.699499999999993
113.0707533,34.83824083,1.88,1029,1154,1316,1020,2.3086166666666696
113.0629679,34.84103809,1.7625,1017,1136,1322,1103,1.8723749999999981
113.0652731,34.84708425,1.77,1078,1213,1417,1023,1.996391666666671
113.0623255,34.840328,1.735,951,1041,1103,815,1.6495333333299929
113.0624321,34.83983215,1.8075,845,915,854,712,1.9733166666666677
113.0603391,34.84124669,1.7575,1044,1194,1371,984,1.68474166666666
113.0603397,34.84124119,1.7725,1044,1194,1371,984,1.7207583333333263
113.0608023,34.84165618,1.7925,1049,1169,1356,1026,2.1421666666666654
113.0658647,34.83853906,1.58,1074,1192,1385,1290,2.148441666666659
113.0595305,34.84030011,1.7475,1044,1178,1375,988,1.5464222222166633
113.0624216,34.83984114,1.77,845,915,854,712,1.9640000000000013
113.0654061,34.84320631,1.76,1044,1165,1365,1028,2.142933333333336
113.0628334,34.83952556,1.785,828,892,813,669,1.9335333333333347
113.0635349,34.83951702,1.7475,884,998,972,737,1.801574999999995
113.0738475,34.83781423,1.865,1021,1158,1336,1039,1.8503666666666698
113.0603445,34.84123692,1.81,1044,1194,1371,984,1.805583333333327
113.0587603,34.8396288,1.6875,1044,1185,1353,1031,1.736419444439999
113.068043,34.84490151,1.69,1039,1149,1343,1052,1.620599999999998
113.0628975,34.83947036,1.8425,823,909,831,669,2.026458333329999
113.0637773,34.83956033,1.8375,962,1082,1152,882,2.1628583333333298
113.066561,34.84900996,1.825,1106,1256,1428,983,1.8860166666666605
113.072511,34.83811706,1.8375,990,1145,1327,1021,1.7779916666666706
113.064299,34.84576602,1.745,1075,1229,1417,1065,1.7615666666666736
113.0605009,34.84124746,1.7625,1044,1194,1371,984,2.173750000000001
113.0627436,34.83958327,1.86,828,892,813,669,1.922425000000002
113.0621639,34.83987695,1.885,840,919,861,777,2.0506999999999977
113.0749549,34.83793908,1.9275,1016,1188,1329,1091,1.9210416666666716
113.0623564,34.84062478,1.7075,985,1104,1233,950,1.5757750000033302
113.0718548,34.85000627,1.7075,1042,1176,1378,1010,1.8347416666666672
113.0705824,34.84764685,1.845,1044,1161,1381,1038,2.3022861111100026
113.0613139,34.84238976,1.785,1059,1179,1369,1025,1.7894833333333386
113.0603397,34.84124083,1.775,1044,1194,1371,984,1.723049999999993
113.0621976,34.83998679,1.8275,879,978,951,917,2.3176833333333295
113.0626595,34.83962979,1.8425,840,898,828,693,1.9508333333333372
113.0711028,34.85096937,1.9625,1024,1170,1365,1072,1.9821416666666694
113.073292,34.8384,1.815,1032,1170,1340,1151,1.921222222216661
113.0719471,34.85039064,1.9725,1042,1184,1367,1024,2.1074138888899903
113.0613143,34.84238915,1.79,1059,1179,1369,1025,1.7983500000000034
113.0599142,34.84077035,1.865,1039,1190,1372,993,1.926166666666662
113.0622103,34.83997315,1.8725,840,927,875,773,2.010475000000001
113.0608011,34.84163719,1.8375,1066,1177,1382,961,2.1010861111099963
113.0720113,34.8499026,2.005,1060,1198,1377,991,1.9202833333333322
113.0738472,34.83780605,1.8425,1021,1158,1336,1039,1.8645666666666694
113.0603462,34.8412351,1.87,1044,1194,1371,984,1.814266666666661
113.0684469,34.84655186,1.8,1039,1195,1385,997,2.0692166666666667
113.0587832,34.83960356,1.805,1044,1160,1338,1050,1.9232333333333365
113.0732546,34.8379786,2.0025,1010,1158,1343,1039,1.825424999999995
113.0631022,34.84425526,1.8175,1041,1169,1359,1001,3.943575
113.0725164,34.83814963,1.875,1021,1132,1336,1042,1.89915555555333
113.0665441,34.84909411,1.9175,1138,1280,1475,1066,2.2085916666666683
113.0725479,34.84888944,1.89,1049,1165,1367,1040,1.954358333333333
113.0657734,34.84362235,1.9575,1028,1169,1354,1047,2.5631749999999935
113.0666072,34.84889453,1.845,1106,1256,1428,983,1.8877749999999962
113.0665472,34.84906396,1.875,1138,1280,1475,1066,2.208241666666668
113.0702776,34.84940588,1.9,1037,1193,1362,1046,2.1464416666666737
113.0662759,34.84837748,1.8925,1094,1251,1417,982,2.014608333333335
113.0632322,34.83985193,1.8225,990,1136,1192,845,1.6816916666666681
113.0603467,34.8412345,1.8275,1044,1194,1371,984,1.814266666666661
113.0626075,34.83966334,1.9025,840,898,828,693,1.9606083333333408
113.0622219,34.83996177,1.9075,840,919,861,777,1.9450916666666682
113.068312,34.8467179,1.8975,1054,1177,1366,1039,2.3263416666666745
113.0690005,34.84723692,1.9,1049,1181,1355,1002,2.0193583333333294
113.0654042,34.84319851,1.8175,1044,1165,1365,1028,2.143925000000002
113.0718495,34.83805368,1.845,1012,1162,1323,1007,1.893475000000002
113.0628545,34.83968713,1.84,845,914,842,691,1.953208333333337
113.0604289,34.84119687,1.8425,1044,1194,1371,984,1.9164194444433305
113.073849,34.83777174,1.895,1046,1145,1348,1090,2.196361111110001
113.0623899,34.83980064,1.8775,845,915,854,712,2.1646333333333305
113.0711329,34.85051583,1.8975,1047,1138,1353,1066,2.4957250000000033
113.0707557,34.83824865,1.9775,1029,1154,1316,1020,2.3133666666666692
113.0710806,34.85098272,2.0475,1040,1170,1358,1072,2.0689250000000063
113.0732497,34.83808765,1.8625,1010,1158,1343,1039,1.8194388888866653
113.0633657,34.83953272,1.9175,856,981,921,709,1.8419416666666601
113.0717864,34.8505155,1.9875,1036,1163,1364,1029,2.0925666666666545
113.0694252,34.84563585,1.76,1034,1158,1355,1050,1.877991666666664
113.0749603,34.83795384,1.88,1011,1154,1329,1035,1.8248250000000048
113.0705085,34.84770527,1.9,1049,1194,1381,1005,2.184844444443334
113.0738525,34.83795291,1.8925,999,1158,1332,1025,1.8319000000000103
113.0712275,34.85090763,1.9,1024,1170,1365,1072,1.9233083333333385
113.071805,34.85050358,1.955,1036,1163,1364,1029,2.092158333333321
113.0633825,34.83953371,1.9225,884,998,972,737,1.747283333333327
113.0677978,34.8450638,1.9575,1050,1162,1347,1038,2.9125666666666667
113.0654363,34.84331079,1.985,1044,1165,1365,1028,2.0175166666666655
113.0717039,34.850568,2.08,1025,1167,1357,1029,2.105483333333322
113.0605724,34.84143759,1.7725,1066,1198,1375,998,1.7995638889566659
113.0653994,34.84327276,2.07,1044,1165,1365,1028,2.138516666666671
113.0677373,34.84512148,1.93,1050,1162,1347,1038,2.962133333333334
113.067835,34.84502248,1.9475,1050,1162,1347,1038,2.8404000000000007
113.0717925,34.85051315,1.975,1036,1163,1364,1029,2.0925666666666545
113.058366,34.84014448,1.73,1032,1164,1353,1055,1.3526333333333331
113.0713353,34.85085157,1.97,1042,1151,1367,1061,1.998680555556668
113.0704987,34.8477125,1.915,1049,1194,1381,1005,2.1940027777766673
113.062585,34.83968064,1.915,840,898,828,693,2.013391666666668
113.0700298,34.84813514,1.9125,1083,1215,1399,968,2.3932833333333314
113.062242,34.83993988,1.9625,840,919,861,777,1.9648583333333325
113.0628919,34.84088316,1.815,1000,1141,1325,1089,1.1763750000000026
113.0688322,34.84737546,1.935,1038,1164,1377,1039,2.8869944444433364
113.0713198,34.84857915,1.9575,1087,1214,1394,920,2.0391749999999975
113.0721903,34.84985127,1.9125,1060,1198,1377,991,1.9263111111266673
113.0624141,34.83977838,1.9425,823,890,836,726,2.262733333333331
113.0613177,34.84237412,1.93,1059,1179,1369,1025,1.8930999999999996
113.0714662,34.85076933,2.096666667,1053,1151,1360,1047,2.0794166666666682
113.0653424,34.84327368,2.195,1044,1165,1365,1028,2.2705833333333376
113.0700076,34.84826277,1.88,1060,1207,1392,968,1.9049999999999985
113.0620631,34.84327227,1.8975,1048,1197,1373,945,2.6286555555566706
113.0732577,34.83824538,2.06,1021,1154,1332,1029,1.9940749999999985
113.072022,34.84981339,1.96,1060,1186,1384,973,2.201599999999999
113.0629471,34.8394082,2.035,812,888,802,688,2.1870333333333334
113.0634796,34.84144417,1.7375,1012,1145,1340,1078,2.282091666666667
113.058792,34.83958865,1.8775,1044,1160,1338,1050,1.9829500000000038
113.0601856,34.84088687,1.8875,1061,1199,1365,993,1.9286972222233412
113.063544,34.84150929,1.9375,1034,1132,1336,1101,3.0718833333333326
113.0624284,34.83976543,1.925,823,890,836,726,2.226458333333331
113.065394,34.84327495,2.13,1044,1165,1365,1028,2.143483333333337
113.0629522,34.83965705,1.975,917,998,975,714,1.651433333333325
113.0622327,34.83994354,1.9625,840,919,861,777,1.9427583333333345
113.0665441,34.84912606,1.9775,1138,1280,1475,1066,2.2164500000000014
113.071797,34.85051096,1.9975,1036,1163,1364,1029,2.0925666666666545
113.0713237,34.85049083,2.075,1047,1151,1349,1061,2.2971166666666667
113.0679712,34.84585888,2.0025,1055,1157,1364,1007,2.8664500000000017
113.0638889,34.8452292,2.0025,1048,1202,1388,1010,3.2813111111100013
113.0709851,34.8510331,2.1225,1035,1136,1351,1067,2.331116666666666
113.0732486,34.83816237,1.945,1021,1154,1332,1029,1.927266666666659
113.0678279,34.84503014,1.9675,1050,1162,1347,1038,2.844658333333334
113.0705332,34.84768643,1.9575,1049,1194,1381,1005,2.1745194444433347
113.06971,34.84912612,2.05,1041,1158,1377,1011,2.892350000000002
113.0687131,34.84628113,1.925,1066,1182,1371,1002,1.9337499999266705
113.0623674,34.83760242,2.1625,852,979,931,1697,2.9866583333400047
113.0604509,34.84121739,1.855,1044,1194,1371,984,1.9204444444433306
113.0627283,34.84099532,2.0475,1006,1120,1329,1093,2.4569499999999955
113.070565,34.84766083,2.06,1038,1169,1370,1019,2.1916222222233346
113.0713125,34.84858844,1.9975,1087,1214,1394,920,2.0455749999999973
113.0666367,34.84884629,1.95,1106,1256,1428,983,2.0018249999999975
113.05843,34.84003293,1.99,1032,1164,1346,1059,1.5795500000000013
113.0732593,34.83825344,2.0125,1021,1154,1332,1029,1.9963166666666652
113.0689874,34.84725681,2.0175,1049,1181,1355,1002,2.0776166666666613
113.060448,34.84119604,1.955,1044,1194,1371,984,1.9437277777766637
113.0651824,34.84306062,2.095,1022,1161,1353,1030,2.577858333333339
113.0598972,34.8406967,1.9175,1039,1190,1372,993,2.00003333333333
113.0600374,34.84082628,2.0,1061,1199,1365,993,2.025813888890001
113.0626516,34.8395291,2.0,824,898,818,692,2.0652166666666685
113.0732548,34.83822967,2.0125,1021,1154,1332,1029,1.9877749999999985
113.0718336,34.85047069,2.1075,1036,1163,1364,1029,2.089608333333321
113.0718917,34.85045388,2.125,1036,1163,1364,1029,2.051122222223324
113.0674213,34.84536044,1.9625,1083,1185,1377,1018,2.1882499999999965
113.070211,34.84945986,2.0275,1037,1193,1362,1046,2.203725000000007
113.0716696,34.85060414,2.095,1025,1167,1357,1029,2.1052999999999886
113.0700368,34.84810299,2.0,1083,1215,1399,968,2.398599999999999
113.0665912,34.84920584,2.0225,1149,1335,1586,1249,2.1389416666666734
113.0627948,34.83939576,2.02,828,892,809,669,2.1292999999999993
113.0626605,34.83946244,2.0575,824,898,818,692,2.0806916666666697
113.0665831,34.84919918,2.0675,1149,1335,1586,1249,2.1389416666666734
113.0732793,34.83832116,2.13,1032,1170,1340,1151,2.043816666663328
113.0718964,34.85045085,2.135,1036,1163,1364,1029,2.0485555555566575
113.0720663,34.84965717,2.0175,1071,1211,1391,963,2.2063
113.0718838,34.83823984,2.02,1010,1137,1329,1047,1.9681833333333316
113.0631459,34.83867279,1.92,895,985,903,1905,3.480583333440012
113.0677138,34.84514115,2.0125,1050,1162,1347,1038,3.0127333333333337
113.061311,34.84236139,1.955,1059,1179,1369,1025,1.8996166666666674
113.0628119,34.83938691,2.0575,828,892,809,669,2.124341666666666
113.0715962,34.8506474,2.0175,1025,1167,1357,1029,2.105441666666655
113.0628079,34.83938908,2.0625,828,892,809,669,2.124341666666666
113.0631496,34.83867605,1.895,895,985,903,1905,3.5610416667566787
113.0722068,34.84984212,1.9825,1060,1186,1384,973,2.1968138889033297
113.0624952,34.83970343,1.9925,823,890,836,726,2.210208333333333
113.0700454,34.8480726,2.055,1083,1215,1399,968,2.4177166666666663
113.0648279,34.84632947,2.0675,1067,1222,1399,962,3.2846999999999973
113.0647225,34.83884854,2.2,985,1146,1234,1444,2.3103083333333347
113.0635658,34.83949511,2.0175,917,1011,1044,793,2.207991666666671
113.0688251,34.84601504,1.796666667,1033,1153,1360,1039,2.391897222220002
113.0718779,34.83819782,2.0675,1010,1137,1329,1047,1.9644666666666646
113.0624838,34.83971545,2.01,823,890,836,726,2.212791666666666
113.0634342,34.83951146,2.0875,884,998,972,737,1.8901833333333298
113.0631275,34.83865962,2.0075,895,985,903,1905,3.4631694445566774
113.071413,34.85039577,2.0875,1047,1151,1349,1061,2.2758944444466667
113.0718798,34.83821577,2.0175,1010,1137,1329,1047,1.9646666666666648
113.0720801,34.84964926,2.0575,1071,1211,1391,963,2.1531250000000015
113.064073,34.84217951,2.175,1012,1157,1336,1080,2.0385416666666623
113.0627145,34.83942836,2.0625,828,892,809,669,2.0726083333333327
113.0627909,34.83937913,2.0825,828,892,809,669,2.137691666666666
113.0633765,34.8414384,2.2,1012,1145,1340,1078,2.2372500000000004
113.0718914,34.83829851,2.095,1021,1137,1343,1080,2.1004250000000004
113.0600204,34.84077019,2.1425,1039,1190,1372,993,2.1771916666666615
113.0633686,34.84147243,1.8925,1006,1124,1336,1092,2.5915749999999917
113.068939,34.84731372,2.0325,1049,1181,1355,1002,2.3198083333333264
113.0625903,34.83960069,2.0625,824,898,818,692,2.105641666666667
113.0725295,34.83839825,2.11,1043,1183,1339,1075,2.0761249999533358
113.0626119,34.83948913,2.135,824,898,818,692,2.1286083333333297
113.0588102,34.83956037,2.0025,1044,1160,1338,1050,2.103625000000005
113.0699281,34.8484648,2.0575,1049,1169,1385,977,2.052391666666673
113.0699919,34.84834139,2.05,1060,1207,1392,968,1.9094166666666652
113.0689655,34.84728601,2.0775,1049,1181,1355,1002,2.2456999999999927
113.0629657,34.83937767,2.1425,812,888,802,688,2.1863833333333345
113.071618,34.85062939,2.1675,1025,1167,1357,1029,2.1046583333333215
113.0685822,34.84629384,2.0925,1066,1182,1371,1002,2.1506499999400037
113.0623407,34.83971843,2.07,823,890,836,726,2.160033333333336
113.0732689,34.83829381,2.18,1032,1170,1340,1151,2.086141666663328
113.0720276,34.84977215,2.13,1060,1186,1384,973,2.424016666666665
113.0631331,34.83866321,2.0175,895,985,903,1905,3.470747222333344
113.0639015,34.84522953,2.16,1048,1202,1388,1010,3.2813111111100013
113.0696717,34.84806609,2.3325,1048,1180,1386,986,2.334916666666664
113.0642674,34.8457212,1.935,1075,1229,1417,1065,2.1542833333333333
113.0694909,34.84667023,1.9425,1043,1143,1359,1044,1.9450833333333355
113.070953,34.85087841,2.08,1040,1170,1358,1072,2.12124166666667
113.07172,34.85055533,2.1175,1025,1167,1357,1029,2.1041083333333224
113.0603895,34.84112386,2.05,1056,1190,1365,997,2.1123527777800035
113.0700553,34.84805093,2.11,1083,1215,1399,968,2.4316666666666666
113.062843,34.83934536,2.1575,828,892,809,669,2.2219833333333336
113.0647234,34.83885316,2.2575,985,1146,1234,1444,2.3103083333333347
113.0620885,34.84063009,2.1675,979,1099,1215,973,2.5720666666700036
113.0720127,34.84969427,2.1375,1060,1186,1384,973,2.407858333333334
113.0634422,34.83950871,2.1325,884,998,972,737,1.895399999999997
113.0637517,34.83936323,2.2675,956,1068,1116,1061,2.383591666666665
113.0623476,34.84361778,1.96,1054,1214,1391,931,1.9213749999999894
113.0653835,34.84327575,2.255,1044,1165,1365,1028,2.1493333333333373
113.0603618,34.84110451,2.0425,1056,1190,1365,997,2.045677777776669
113.0709654,34.85074097,2.08,1053,1167,1367,1071,2.192133333333336
113.0700611,34.84803888,2.1375,1083,1215,1399,968,2.4284
113.0726325,34.84902295,2.2525,1027,1153,1360,1040,2.0602166666666673
113.0628814,34.83934129,2.1325,812,888,802,688,2.22548333333333
113.0628528,34.83933893,2.1775,828,892,809,669,2.2489666666666657
113.0625752,34.84102654,2.32,1006,1120,1329,1093,2.5364499999999945
113.0624924,34.83956599,2.22,824,902,825,720,2.2799083333333274
113.07192,34.83847057,2.1075,1026,1179,1339,1149,2.120974999990006
113.0719083,34.83845126,2.16,1021,1137,1343,1080,2.164136111110002
113.0620333,34.84016433,2.1375,940,1146,1186,1076,3.482058333333336
113.0625121,34.83955015,2.215,824,902,825,720,2.2729833333333285
113.0623393,34.83977214,2.18,823,890,836,726,2.257158333333336
113.064864,34.84260689,2.075,1017,1166,1336,1061,2.588074999999992
113.0696297,34.84803644,2.3525,1048,1180,1386,986,2.3349166666666634
113.0715225,34.85073831,2.145,1053,1151,1360,1047,2.1304500000000064
113.0621073,34.83986264,2.105,840,919,861,777,2.1433666666666653
113.0663506,34.84834854,2.1275,1094,1251,1417,982,2.125441666666673
113.0608502,34.84171564,2.1725,1049,1169,1356,1026,2.270574999999995
113.0583472,34.84018368,1.9725,1021,1143,1346,1087,1.1326833333333355
113.0637492,34.83936072,2.27,956,1068,1116,1061,2.3542583333333327
113.062891,34.8393339,2.155,812,888,802,688,2.2332583333333287
113.0629037,34.83932496,2.1775,812,888,802,688,2.2291583333333267
113.0708803,34.84978517,2.2,1036,1155,1364,1066,2.648716666666668
113.0673353,34.83835639,2.19,1056,1178,1355,1286,2.6268249999966624
113.0637492,34.83936905,2.3025,956,1068,1116,1061,2.3691416666666685
113.0637503,34.83936005,2.285,956,1068,1116,1061,2.3515750000000013
113.063752,34.83935991,2.285,956,1068,1116,1061,2.345391666666665
113.0715522,34.85071811,2.1075,1053,1151,1360,1047,2.1511500000000026
113.0697226,34.84854436,2.1725,1048,1180,1371,1010,2.636027777776665
113.065273,34.84333571,2.1275,1033,1178,1361,1028,2.289575000000002
113.0625064,34.83955469,2.2175,824,902,825,720,2.2728916666666614
113.0684266,34.84633439,2.2225,1050,1165,1389,997,2.2244250000000054
113.0608223,34.8415184,2.165,1066,1177,1382,961,2.168836111110004
113.0708199,34.85114254,2.3075,1040,1157,1358,1076,2.371024999999995
113.0686139,34.84626283,2.21,1066,1182,1371,1002,2.208244444406669
113.0624918,34.83976156,2.205,823,890,836,726,2.1981249999999983
113.0621557,34.83979193,2.2175,829,936,854,805,2.238186111109996
113.0650315,34.84316856,2.2575,1028,1144,1346,1030,2.4115916666666735
113.0684166,34.8463284,2.23,1050,1178,1382,993,2.2390166666666667
113.0624576,34.83976387,2.23,823,890,836,726,2.2111833333333313
113.0637501,34.83936699,2.305,956,1068,1116,1061,2.3763833333333326
113.068926,34.84735533,2.2625,1054,1169,1369,1011,2.391930555553338
113.0637523,34.83935952,2.305,956,1068,1116,1061,2.3304083333333274
113.0682361,34.84659183,2.4,1050,1182,1371,1016,2.4922694444366718
113.0653388,34.84333387,2.155,1033,1178,1361,1028,2.264408333333339
113.0649241,34.83923366,2.155,1018,1146,1335,1145,2.1783944444433296
113.0608153,34.84150849,2.1875,1066,1177,1382,961,2.182677777776666
113.0629177,34.8393013,2.2875,812,888,802,688,2.295916666666663
113.0637461,34.8393683,2.325,956,1068,1116,1061,2.401625000000001
113.0620522,34.84014242,2.1675,868,965,948,824,2.7016916666666644
113.0708338,34.85113583,2.3675,1040,1157,1358,1076,2.371024999999995
113.0587984,34.83951875,2.12,1044,1160,1338,1050,2.220991666666673
113.0629462,34.84113035,2.4125,1017,1136,1322,1103,2.2700666666666747
113.069939,34.84825788,2.2425,1060,1207,1392,968,1.8950499999999957
113.06248,34.83957588,2.2525,824,902,825,720,2.281108333333327
113.0658719,34.8385294,1.7925,1074,1192,1385,1290,2.145749999999992
113.071572,34.84990172,2.21,1025,1167,1375,1043,2.3297749999999984
113.0600552,34.84081887,2.06,1061,1199,1365,993,2.0297972222233316
113.0637487,34.83936844,2.3125,956,1068,1116,1061,2.379158333333335
113.0637506,34.83937066,2.335,956,1068,1116,1061,2.3694666666666695
113.0637523,34.83936016,2.33,956,1068,1116,1061,2.340041666666662
113.0637527,34.83936006,2.35,956,1068,1116,1061,2.3515416666666638
113.0637525,34.83935963,2.3725,956,1068,1116,1061,2.332533333333328
113.0646008,34.84288172,2.2275,1022,1153,1349,1030,2.590749999999995
113.0600426,34.84079891,2.1225,1039,1190,1372,993,2.047749999999994
113.0629005,34.83931074,2.26,812,888,802,688,2.267508333333329
113.0629005,34.83931074,2.26,812,888,802,688,2.267508333333329
113.0623605,34.83977093,2.205,823,890,836,726,2.272066666666668
113.072096,34.84964112,2.23,1049,1194,1388,977,2.331133333333341
113.0607835,34.84146954,2.23,1049,1198,1378,980,2.9027055555566634
113.0686788,34.83852503,2.1,1112,1245,1448,1565,2.521886111109998
113.0660871,34.84426702,2.485,1039,1165,1371,1036,3.059208333333334
113.05983,34.84057428,2.135,1044,1190,1379,988,2.0136777777766586
113.062398,34.8396611,2.255,823,890,836,726,2.223924999999995
113.0708318,34.84975438,2.2475,1036,1155,1364,1066,2.653150000000001
113.0637474,34.8393756,2.3425,956,1068,1116,1061,2.362066666666668
113.0677244,34.84598085,2.2625,1044,1174,1385,1002,2.803508333333339
113.0607164,34.84136,2.2625,1049,1198,1378,980,2.3619916666666714
113.0697219,34.84810237,2.3225,1048,1180,1386,986,2.3499166666666653
113.0709176,34.84900257,2.3475,1048,1168,1383,976,2.2788166666666694
113.0687375,34.84701079,2.345,1049,1194,1362,1002,2.3426555555500004
113.0653482,34.84327367,2.3225,1044,1165,1365,1028,2.265133333333338
113.0709768,34.85085597,2.216666667,1040,1170,1358,1072,2.11701666666667
113.0708316,34.85099906,2.2275,1035,1149,1358,1076,2.2794249999999994
113.0685198,34.84634424,2.19,1050,1165,1389,997,2.229511111110005
113.0722837,34.84974469,2.2475,1049,1211,1391,963,2.2667138888999983
113.0702094,34.83839634,2.305,1035,1162,1363,1094,2.317691666666665
113.0648105,34.83896815,2.3725,991,1125,1277,1206,2.8667249999999984
113.071739,34.85052892,2.2075,1025,1167,1357,1029,2.1030916666666553
113.0707689,34.84749708,2.425,1050,1200,1390,995,2.2615777777766737
113.0721128,34.84919687,2.3375,1055,1165,1371,1021,2.3397888888899927
113.06528,34.8432451,2.195,1044,1165,1365,1028,2.3240916666666607
113.0720494,34.84968856,2.25,1060,1186,1384,973,2.3915500000000014
113.0624036,34.83965472,2.275,823,890,836,726,2.2287416666666617
113.0725223,34.84892537,2.2225,1049,1165,1367,1040,2.1927333333333308
113.0587934,34.83949936,2.1875,1044,1160,1338,1050,2.336000000000004
113.0631685,34.84452447,1.975,1069,1203,1402,1019,1.9811666666666572
113.0609091,34.84173013,2.2675,1049,1206,1382,980,2.2857055555533337
113.071755,34.84925754,2.3275,1048,1185,1376,985,2.3342
113.06989,34.84848437,2.27,1059,1188,1386,991,2.1753249999999995
113.0714274,34.84918423,2.395,1048,1198,1391,966,2.4657249999999995
113.071835,34.84924919,2.4275,1048,1185,1376,985,2.3390250000000004
113.0637749,34.8393748,2.4475,956,1068,1116,1061,2.7857499999999984
113.0715487,34.84991539,2.295,1025,1167,1375,1043,2.3257999999999988
113.0598428,34.84056431,2.255,1044,1190,1379,988,2.0196944444433247
113.0629403,34.83929925,2.3025,812,888,802,688,2.3205583333333304
113.0669538,34.84461511,2.2425,1044,1203,1375,1004,2.8019638888900045
113.0609615,34.84174212,2.2825,1049,1206,1382,980,2.331402777776671
113.062997,34.83932105,2.33,812,888,802,688,2.2757083333333337
113.0637405,34.83939281,2.455,956,1068,1116,1061,2.461733333333337
113.0656082,34.84737478,2.24,1069,1226,1393,1034,2.271291666666671
113.0702791,34.84787308,2.3425,1083,1199,1395,949,2.230283333333338
