Longitude,Latitude,Band_1,Band_2,Band_3,Band_4
113.0571961718027,34.863823580872925,1321,1608,2143,2750
113.05736309239721,34.863823580872925,1343,1642,2171,2760
113.05753001299172,34.863823580872925,1343,1650,2186,2755
113.05769693358623,34.863823580872925,1338,1638,2193,2755
113.05786385418074,34.863823580872925,1327,1667,2211,2778
113.05803077477525,34.863823580872925,1350,1660,2184,2802
113.05819769536976,34.863823580872925,1344,1664,2162,2876
113.05836461596427,34.863823580872925,1344,1664,2162,2876
113.05853153655877,34.863823580872925,1355,1660,2151,2904
113.05869845715328,34.863823580872925,1350,1660,2104,2969
113.0588653777478,34.863823580872925,1350,1626,2054,3020
113.0590322983423,34.863823580872925,1366,1664,2050,3058
113.05919921893681,34.863823580872925,1366,1664,2050,3058
113.05936613953132,34.863823580872925,1366,1651,2101,2937
113.05953306012583,34.863823580872925,1394,1693,2130,2946
113.05969998072034,34.863823580872925,1400,1715,2230,2918
113.05986690131485,34.863823580872925,1400,1715,2230,2918
113.06003382190936,34.863823580872925,1406,1694,2295,2899
113.06020074250387,34.863823580872925,1400,1719,2313,2890
113.06036766309838,34.863823580872925,1384,1699,2316,2848
113.06053458369288,34.863823580872925,1378,1690,2302,2760
113.0607015042874,34.863823580872925,1378,1690,2302,2760
113.0608684248819,34.863823580872925,1267,1573,2147,2564
113.06103534547643,34.863823580872925,1200,1439,1974,2420
113.06120226607094,34.863823580872925,1191,1427,1925,2390
113.06136918666544,34.863823580872925,1191,1427,1925,2390
113.06153610725995,34.863823580872925,1199,1425,1921,2397
113.06170302785446,34.863823580872925,1188,1446,1895,2444
113.06186994844897,34.863823580872925,1110,1354,1719,2602
113.06203686904348,34.863823580872925,976,1207,1369,2862
113.06220378963799,34.863823580872925,976,1216,1275,3067
113.0623707102325,34.863823580872925,938,1153,1149,3114
113.06253763082701,34.863823580872925,921,1136,1138,3067
113.06270455142152,34.863823580872925,921,1136,1138,3067
113.06287147201603,34.863823580872925,954,1128,1199,2988
113.06303839261054,34.863823580872925,954,1128,1199,2988
113.06320531320505,34.863823580872925,1093,1258,1412,2886
113.06337223379956,34.863823580872925,1286,1558,1902,2731
113.06353915439406,34.863823580872925,1297,1545,2039,2652
113.06370607498857,34.863823580872925,1297,1545,2039,2652
113.06387299558308,34.863823580872925,1292,1579,2046,2610
113.06403991617759,34.863823580872925,1297,1558,2079,2601
113.0642068367721,34.863823580872925,1303,1587,2122,2615
113.06437375736661,34.863823580872925,1308,1587,2118,2624
113.06454067796112,34.863823580872925,1308,1587,2118,2624
113.06470759855563,34.863823580872925,1314,1595,2093,2638
113.06487451915014,34.863823580872925,1314,1566,2118,2652
113.06504143974465,34.863823580872925,1352,1640,2188,2750
113.06520836033916,34.863823580872925,1352,1640,2188,2750
113.06537528093367,34.863823580872925,1363,1707,2278,2829
113.06554220152817,34.863823580872925,1379,1682,2306,2838
113.06570912212268,34.863823580872925,1335,1677,2296,2811
113.06587604271719,34.863823580872925,1363,1669,2249,2778
113.0660429633117,34.863823580872925,1363,1669,2249,2778
113.06620988390621,34.863823580872925,1357,1665,2234,2745
113.06637680450072,34.863823580872925,1307,1615,2188,2708
113.06654372509523,34.863823580872925,1313,1623,2177,2694
113.06671064568974,34.863823580872925,1313,1623,2177,2694
113.06687756628425,34.863823580872925,1357,1677,2223,2733
113.06704448687877,34.863823580872925,1363,1665,2252,2733
113.06721140747328,34.863823580872925,1368,1690,2263,2743
113.06737832806779,34.863823580872925,1368,1681,2259,2747
113.0675452486623,34.863823580872925,1368,1681,2259,2747
113.06771216925681,34.863823580872925,1396,1707,2249,2798
113.06787908985132,34.863823580872925,1385,1681,2220,2766
113.06804601044583,34.863823580872925,1363,1656,2209,2738
113.06821293104034,34.863823580872925,1363,1656,2209,2738
113.06837985163484,34.863823580872925,1357,1677,2220,2729
113.06854677222935,34.863823580872925,1357,1652,2205,2696
113.06871369282386,34.863823580872925,1345,1669,2205,2696
113.06888061341837,34.863823580872925,1340,1669,2187,2677
113.06904753401288,34.863823580872925,1340,1669,2187,2677
113.06921445460739,34.863823580872925,1268,1589,2097,2589
113.0693813752019,34.863823580872925,1262,1543,2043,2552
113.06954829579641,34.863823580872925,1212,1476,1928,2445
113.06971521639092,34.863823580872925,1212,1476,1928,2445
113.06988213698543,34.863823580872925,1256,1560,2014,2529
113.07004905757994,34.863823580872925,1329,1623,2119,2580
113.07021597817445,34.863823580872925,1383,1660,2179,2538
113.07038289876895,34.863823580872925,1372,1660,2215,2626
113.07054981936346,34.863823580872925,1372,1660,2215,2626
113.07071673995797,34.863823580872925,1422,1727,2269,2575
113.07088366055248,34.863823580872925,1445,1768,2291,2529
113.07105058114699,34.863823580872925,1478,1768,2291,2491
113.0712175017415,34.863823580872925,1428,1706,2276,2552
113.07138442233601,34.863823580872925,1456,1752,2291,2529
113.07155134293052,34.863823580872925,1461,1768,2298,2496
113.07171826352503,34.863823580872925,1439,1727,2276,2449
113.07188518411954,34.863823580872925,1406,1668,2194,2455
113.07205210471405,34.863823580872925,1406,1668,2194,2455
113.07221902530856,34.863823580872925,1395,1677,2201,2506
113.07238594590306,34.863823580872925,1362,1673,2198,2632
113.07255286649757,34.863823580872925,1362,1660,2198,2702
113.07271978709208,34.863823580872925,1362,1660,2198,2702
113.07288670768659,34.863823580872925,1334,1647,2216,2725
113.07305362828112,34.863823580872925,1334,1656,2190,2739
113.07322054887563,34.863823580872925,1351,1673,2252,2767
113.07338746947013,34.863823580872925,1351,1647,2241,2720
113.07355439006464,34.863823580872925,1351,1647,2241,2720
113.07372131065915,34.863823580872925,1334,1614,2188,2672
113.07388823125366,34.863823580872925,1356,1643,2224,2626
113.07405515184817,34.863823580872925,1445,1715,2242,2458
113.07422207244268,34.863823580872925,1445,1715,2242,2458
113.07438899303719,34.863823580872925,1439,1702,2228,2407
113.0745559136317,34.863823580872925,1439,1719,2220,2388
113.07472283422621,34.863823580872925,1434,1727,2220,2365
113.07488975482072,34.863823580872925,1445,1681,2192,2356
113.07505667541523,34.863823580872925,1445,1681,2192,2356
113.07522359600974,34.863823580872925,1434,1710,2192,2347
113.07539051660424,34.863823580872925,1463,1703,2219,2381
113.07555743719875,34.863823580872925,1463,1737,2240,2395
113.07572435779326,34.863823580872925,1460,1734,2237,2377
113.07589127838777,34.863823580872925,1460,1743,2234,2391
113.07605819898228,34.863823580872925,1443,1717,2230,2372
113.07622511957679,34.863823580872925,1454,1717,2237,2391
113.0763920401713,34.863823580872925,1465,1747,2255,2377
113.07655896076581,34.863823580872925,1465,1747,2255,2377
113.07672588136032,34.863823580872925,1460,1738,2219,2349
113.07689280195483,34.863823580872925,1426,1701,2151,2284
113.07705972254934,34.863823580872925,1357,1582,2082,2211
113.07722664314385,34.863823580872925,1357,1582,2082,2211
113.07739356373835,34.863823580872925,1340,1574,2031,2206
113.07756048433286,34.863823580872925,1351,1586,2064,2201
113.07772740492737,34.863823580872925,1340,1557,2049,2183
113.07789432552188,34.863823580872925,1346,1582,2035,2178
113.07806124611639,34.863823580872925,1346,1582,2035,2178
113.0782281667109,34.863823580872925,1257,1486,1952,2141
113.07839508730541,34.863823580872925,1318,1549,2035,2318
113.07856200789992,34.863823580872925,1407,1695,2197,2383
113.07872892849443,34.863823580872925,1407,1695,2197,2383
113.07889584908894,34.863823580872925,1403,1688,2210,2414
113.07906276968345,34.863823580872925,1359,1638,2192,2470
113.07922969027797,34.863823580872925,1337,1605,2170,2563
113.07939661087248,34.863823580872925,1409,1709,2246,2614
113.07956353146699,34.863823580872925,1409,1709,2246,2614
113.0797304520615,34.863823580872925,1392,1739,2296,2730
113.079897372656,34.863823580872925,1426,1743,2357,2851
113.08006429325052,34.863823580872925,1426,1747,2383,2898
113.08023121384502,34.863823580872925,1437,1785,2365,2814
113.08039813443953,34.863823580872925,1370,1697,2318,2791
113.08056505503404,34.863823580872925,1329,1650,2239,2804
113.08073197562855,34.863823580872925,1324,1629,2229,2790
113.08089889622306,34.863823580872925,1318,1633,2225,2777
113.08106581681757,34.863823580872925,1318,1633,2225,2777
113.08123273741208,34.863823580872925,1318,1625,2250,2786
113.08139965800659,34.863823580872925,1324,1642,2207,2749
113.0815665786011,34.863823580872925,1290,1579,2185,2749
113.08173349919561,34.863823580872925,1290,1579,2185,2749
113.08190041979012,34.863823580872925,1307,1604,2189,2772
113.08206734038463,34.863823580872925,1279,1558,2153,2683
113.08223426097913,34.863823580872925,1278,1584,2135,2693
113.08240118157364,34.863823580872925,1261,1571,2128,2670
113.08256810216815,34.863823580872925,1261,1571,2128,2670
113.08273502276266,34.863823580872925,1244,1546,2103,2665
113.08290194335717,34.863823580872925,1261,1559,2110,2717
113.08306886395168,34.863823580872925,1299,1610,2191,2811
113.08323578454619,34.863823580872925,1299,1581,2209,2811
113.0834027051407,34.863823580872925,1299,1581,2209,2811
113.08356962573521,34.863823580872925,1305,1594,2212,2853
113.08373654632972,34.863823580872925,1305,1610,2219,2821
113.08390346692423,34.863823580872925,1251,1520,2101,2660
113.08407038751874,34.863823580872925,1251,1520,2101,2660
113.08423730811325,34.863823580872925,1218,1491,2029,2604
113.08440422870775,34.863823580872925,1129,1378,1924,2557
113.08457114930226,34.863823580872925,1196,1416,1993,2730
113.08473806989677,34.863823580872925,1446,1730,2328,3023
113.08490499049128,34.863823580872925,1446,1730,2328,3023
113.08507191108579,34.863823580872925,1512,1872,2440,3167
113.04885014207723,34.863656660278416,1505,1852,2356,2935
113.04901706267174,34.863656660278416,1516,1864,2345,2963
113.04918398326625,34.863656660278416,1450,1776,2352,3032
113.04935090386076,34.863656660278416,1462,1837,2439,3055
113.04951782445526,34.863656660278416,1462,1837,2439,3055
113.04968474504977,34.863656660278416,1440,1791,2276,2958
113.04985166564428,34.863656660278416,1329,1657,2049,2827
113.05001858623879,34.863656660278416,1190,1405,1775,2674
113.0501855068333,34.863656660278416,1140,1422,1840,2604
113.05035242742781,34.863656660278416,1140,1422,1840,2604
113.05051934802232,34.863656660278416,1251,1502,1941,2632
113.05068626861683,34.863656660278416,1462,1770,2233,2674
113.05085318921134,34.863656660278416,1574,1921,2399,2734
113.05102010980585,34.863656660278416,1574,1921,2399,2734
113.05118703040036,34.863656660278416,1551,1891,2416,2805
113.05135395099487,34.863656660278416,1490,1816,2409,2866
113.05152087158937,34.863656660278416,1423,1740,2275,2833
113.05168779218388,34.863656660278416,1412,1698,2247,2796
113.0518547127784,34.863656660278416,1412,1698,2247,2796
113.0520216333729,34.863656660278416,1440,1732,2178,2726
113.05218855396741,34.863656660278416,1407,1686,2138,2633
113.05235547456192,34.863656660278416,1251,1481,1781,2298
113.05252239515643,34.863656660278416,1251,1481,1781,2298
113.05268931575094,34.863656660278416,1212,1334,1619,2261
113.05285623634545,34.863656660278416,1343,1554,1887,2624
113.05302315693996,34.863656660278416,1371,1688,2139,2782
113.05319007753447,34.863656660278416,1304,1630,2114,2828
113.05335699812898,34.863656660278416,1254,1521,2042,2633
113.05352391872349,34.863656660278416,1193,1429,1952,2689
113.053690839318,34.863656660278416,1204,1449,1908,2833
113.0538577599125,34.863656660278416,1193,1466,1847,3149
113.05402468050701,34.863656660278416,1193,1466,1847,3149
113.05419160110152,34.863656660278416,1126,1374,1750,2968
113.05435852169603,34.863656660278416,1148,1437,1750,3135
113.05452544229054,34.863656660278416,1176,1474,1778,3254
113.05469236288505,34.863656660278416,1188,1512,1778,3375
113.05485928347957,34.863656660278416,1188,1512,1778,3375
113.05502620407408,34.863656660278416,1293,1604,1975,3124
113.05519312466859,34.863656660278416,1293,1637,2040,3166
113.0553600452631,34.863656660278416,1304,1654,2065,3190
113.05552696585761,34.863656660278416,1304,1654,2065,3190
113.05569388645212,34.863656660278416,1281,1645,2069,3227
113.05586080704663,34.863656660278416,1293,1624,2058,3269
113.05602772764114,34.863656660278416,1348,1671,2210,3041
113.05619464823565,34.863656660278416,1355,1713,2222,3020
113.05636156883016,34.863656660278416,1355,1713,2222,3020
113.05652848942466,34.863656660278416,1377,1722,2204,2960
113.05669541001917,34.863656660278416,1327,1642,2125,2941
113.05686233061368,34.863656660278416,1321,1650,2157,2792
113.05702925120819,34.863656660278416,1321,1650,2157,2792
113.0571961718027,34.863656660278416,1321,1608,2132,2788
113.05736309239721,34.863656660278416,1316,1629,2117,2802
113.05753001299172,34.863656660278416,1310,1621,2110,2802
113.05769693358623,34.863656660278416,1282,1588,2070,2815
113.05786385418074,34.863656660278416,1332,1642,2171,2764
113.05803077477525,34.863656660278416,1333,1605,2148,2769
113.05819769536976,34.863656660278416,1333,1639,2104,2834
113.05836461596427,34.863656660278416,1344,1660,2061,2927
113.05853153655877,34.863656660278416,1344,1660,2061,2927
113.05869845715328,34.863656660278416,1339,1639,2018,3058
113.0588653777478,34.863656660278416,1350,1643,1978,3081
