Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4,stumpf,log-linear,random_forest_prediction,random_forest_depth
113.0628486,34.84087343,1.02,1000.0,1141.0,1325.0,1089.0,3.038627720045554,3.185969075587005,1.7505327976190472,1.2276624999999968
113.0625707,34.84061985,1.186666667,985.0,1112.0,1240.0,955.0,3.089560051990347,3.109088701398284,1.5052141468266471,1.2879874999999967
113.0720525,34.85015979,1.513333333,1047.0,1159.0,1371.0,1019.0,3.187074673291121,3.1432859002129714,1.4491433333333328,1.5353250000749983
113.0629194,34.84105575,1.756666667,1017.0,1136.0,1322.0,1103.0,3.142293577349065,3.193918968878969,1.9439577281746028,1.838424999999995
113.0716616,34.85061223,2.16,1025.0,1167.0,1357.0,1029.0,3.0501331092663264,3.148225655796633,2.172635168650795,2.112612499999994
113.0686763,34.84619433,2.116666667,1066.0,1182.0,1371.0,1002.0,3.179598046886966,3.129014131815636,2.1451198875047623,2.1143874999300003
113.0620108,34.84314429,0.275,1055.0,1207.0,1389.0,955.0,3.0279152245517764,3.092489039065751,0.5622837500000003,0.41508749999999933
113.0601464,34.84133773,0.425,1010.0,1152.0,1338.0,1045.0,3.040774731828506,3.1601550560849314,1.5906542857142858,0.6290499999999996
113.060445,34.84155036,0.4875,1027.0,1164.0,1346.0,1040.0,3.0720973296461267,3.1552781828623355,0.6861942857142859,0.5146124999999996
113.0604183,34.84157605,0.495,1027.0,1164.0,1346.0,1040.0,3.0720973296461267,3.1552781828623355,0.6861942857142859,0.531262500000001
113.0605089,34.84148196,0.5225,1027.0,1164.0,1346.0,1040.0,3.0720973296461267,3.1552781828623355,0.6861942857142859,1.1592499999999988
113.0604766,34.84148556,0.5475,1027.0,1164.0,1346.0,1040.0,3.0720973296461267,3.1552781828623355,0.6861942857142859,0.6482749999999993
113.0604813,34.84150446,0.545,1027.0,1164.0,1346.0,1040.0,3.0720973296461267,3.1552781828623355,0.6861942857142859,0.8639624999999989
113.0604784,34.84148324,0.545,1027.0,1164.0,1346.0,1040.0,3.0720973296461267,3.1552781828623355,0.6861942857142859,0.6482749999999993
113.0639841,34.84010663,0.5525,1040.0,1178.0,1366.0,1022.0,3.075618170597864,3.1422360588099227,1.2675016666666652,0.5889624999999982
113.0640612,34.84003039,0.5875,1057.0,1229.0,1387.0,1013.0,2.950080123709526,3.1294031478018707,0.7630854166666673,0.9138749999999992
113.0605361,34.84146349,0.5775,1066.0,1198.0,1375.0,998.0,3.114560800809514,3.124064460489296,1.6604002183366915,1.4956333335299974
113.0641782,34.83990109,0.595,1046.0,1195.0,1369.0,1013.0,3.034420996288432,3.1341585864410724,0.92519,0.7310374999999995
113.0641173,34.83996663,0.5925,1057.0,1229.0,1387.0,1013.0,2.950080123709526,3.1294031478018707,0.7630854166666673,0.932762499999999
113.0584114,34.8404476,0.6375,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.6757624999999992
113.0584116,34.84044683,0.635,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.6757624999999992
113.0637934,34.84025368,0.6325,1034.0,1157.0,1348.0,1045.0,3.1344580563118,3.159256215437373,3.428260932507738,3.7214
113.058413,34.84044006,0.635,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.6728124999999986
113.0584099,34.8404433,0.6375,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.6757624999999992
113.0640085,34.84008659,0.64,1040.0,1178.0,1366.0,1022.0,3.075618170597864,3.1422360588099227,1.2675016666666652,0.6039999999999979
113.0584096,34.84044367,0.6425,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.6757624999999992
113.0640031,34.84009113,0.6375,1040.0,1178.0,1366.0,1022.0,3.075618170597864,3.1422360588099227,1.2675016666666652,0.6039999999999979
113.0584125,34.840452,0.645,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.6955124999999981
113.0608892,34.84200731,0.665,1060.0,1190.0,1375.0,1003.0,3.1194533343558533,3.128460232568263,1.3077041071429896,1.2954208333100012
113.0609101,34.842016,0.665,1060.0,1190.0,1375.0,1003.0,3.1194533343558533,3.128460232568263,1.3077041071429896,1.3935541666450013
113.0584036,34.8403893,0.6525,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.7327499999999998
113.0584114,34.84041085,0.655,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.7048499999999994
113.064217,34.83987043,0.6625,1040.0,1220.0,1362.0,1092.0,2.906605829686711,3.1753791329348178,2.902231805556666,3.129062499995001
113.0583993,34.84036538,0.6575,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.7539374999999994
113.058407,34.84040175,0.6575,1037.0,1163.0,1359.0,1053.0,3.123542793286859,3.162751997556681,0.7048917460317463,0.7048499999999994
113.0638609,34.84020327,0.685,1034.0,1157.0,1348.0,1045.0,3.1344580563118,3.159256215437373,3.428260932507738,3.757412499999999
113.0601254,34.84125388,0.655,1021.0,1169.0,1349.0,1022.0,3.022777475736546,3.1437494040675418,1.086909062465312,0.8454124999999983
113.060864,34.84194558,0.705,1060.0,1194.0,1378.0,984.0,3.10323127955931,3.11522859751652,2.0956914833704308,0.9802583332700017
113.0727664,34.8486061,0.72,1044.0,1165.0,1360.0,1026.0,3.148048667919923,3.14670308384682,0.72689961489899,0.7498249999999991
113.0584173,34.84025128,0.695,1032.0,1164.0,1353.0,1055.0,3.0957962937989407,3.163767064000685,1.2586210714285722,1.0100875
113.0638013,34.84024788,0.6825,1034.0,1157.0,1348.0,1045.0,3.1344580563118,3.159256215437373,3.428260932507738,3.7209999999999996
113.0727812,34.84860919,0.7225,1044.0,1165.0,1360.0,1026.0,3.148048667919923,3.14670308384682,0.72689961489899,0.7269249999999983
113.0727516,34.84860369,0.7225,1038.0,1165.0,1364.0,1012.0,3.1199256513800293,3.1380417076441445,1.088154166666666,1.2384874999999995
113.0638167,34.84023642,0.735,1034.0,1157.0,1348.0,1045.0,3.1344580563118,3.159256215437373,3.428260932507738,3.7059124999999993
113.0584202,34.84024361,0.7075,1032.0,1164.0,1353.0,1055.0,3.0957962937989407,3.163767064000685,1.2586210714285722,1.0079375
