Longitude,Latitude,depth,stumpf,log-linear,random_forest,random_forest_depth
113.0627281,34.84060218,1.0125,3.141205008422886,2.983362616591136,1.1254685714285722,1.0857583333333325
113.0626416,34.84071786,1.0225,3.077607791923356,2.9834410338241213,1.4025579166666642,1.8213777777766653
113.0584514,34.83991477,1.0475,3.0868040688373526,2.9814817925028376,1.2727753678959923,1.3355166666666667
113.0632743,34.84075535,1.02,3.0969114298351883,2.9836977736695527,2.035056488095237,1.1949166666666704
113.0728328,34.84894197,1.0475,3.0263089167469133,2.9812314814323337,0.9107841664585412,1.0877416666666666
113.0671211,34.84443822,1.0775,3.1314494178382546,2.9815950911096465,2.2238506867549224,3.166330555556664
113.0635147,34.84044727,1.0725,3.2515952500226604,2.9838913762370867,2.820224226190473,2.1316500000000045
113.0584268,34.83987973,1.0575,3.0868040688373526,2.9814817925028376,1.2727753678959923,1.0901750000000001
113.0583868,34.83990401,1.08,3.0868040688373526,2.9814817925028376,1.2727753678959923,1.1150249999999986
113.0626119,34.84061531,1.0975,3.089560051990347,2.9831697829712334,1.5052141468266471,1.1507666666666632
113.0576078,34.82925218,0.905,2.7026588430724985,2.9785022952502613,2.9262837499999987,3.4179416666666746
113.0628956,34.8409813,0.995,3.142293577349065,2.983937411782545,1.9439577281746028,1.9235416666666636
113.0584567,34.83996753,1.09,3.0957962937989407,2.982127272942761,1.5806783450577206,1.4355833333333303
113.0627846,34.84051401,1.115,3.141205008422886,2.983362616591136,1.1254685714285722,1.1641055555566637
113.0749076,34.83832481,1.0575,3.090046223776924,2.9833482751444818,2.625544166665002,1.0986833333333341
113.0598259,34.84079088,1.06,3.00478966084151,2.979517485415952,1.4863875000000004,1.4754416666666685
113.0585863,34.83976969,1.0925,3.1547567889255674,2.9817698824025816,1.2226424900793649,1.1385250000000056
113.0629319,34.84045714,1.1775,3.125794625671219,2.9813294444635634,1.546772916666666,1.4377583333333352
113.0634922,34.839043,1.2075,3.002436937370448,2.984397488127683,2.459757857142858,3.0286249999999963
113.0627827,34.84050895,1.1025,3.141205008422886,2.983362616591136,1.1254685714285722,1.159774999999997
113.0627387,34.84074398,1.105,3.165428118884151,2.984504772437113,1.2135433333333323,1.1699249999999994
113.0749153,34.83831209,1.0525,3.090046223776924,2.9833482751444818,2.625544166665002,1.1210666666666673
113.0636381,34.84036795,1.065,3.0990203340720086,2.982690978161542,2.315084226190479,1.4127833333333346
113.0716925,34.84832307,1.1075,3.222701079930289,2.982162007231247,2.319408655743985,2.0261499999999986
113.0627482,34.84074897,1.1025,3.165428118884151,2.984504772437113,1.2135433333333323,1.1410166666666666
113.0598434,34.84094373,1.2325,3.138738186741236,2.981453218932204,1.020716552092988,1.1839083333333356
113.062868,34.84091958,1.0725,3.038627720045554,2.983571425110729,1.7505327976190472,1.3870666666666687
113.0636116,34.84038602,1.0575,3.0990203340720086,2.982690978161542,2.315084226190479,1.4128000000000014
113.0626591,34.84068392,1.1325,3.077607791923356,2.9834410338241213,1.4025579166666642,1.8384694444433307
113.0728166,34.84894739,1.1425,3.0263089167469133,2.9812314814323337,0.9107841664585412,1.0886166666666666
113.0584006,34.83991822,1.1125,3.0868040688373526,2.9814817925028376,1.2727753678959923,1.1017333333333328
113.0628314,34.84081944,1.0525,3.038627720045554,2.983571425110729,1.7505327976190472,1.3415583333333354
113.0620537,34.8430651,1.1475,3.012995771466038,2.9797657377017925,1.1622143055555554,1.2072888888900033
113.0730418,34.84880794,1.125,3.199190278058836,2.982382626651896,2.6980605357142853,1.143933333333334
113.063199,34.84093814,1.1975,3.193852152968105,2.984826178816989,2.0373041666666647,1.599674999999996
113.0749325,34.83828646,1.15,3.024950642941505,2.9830760676856074,2.460815119047617,1.4916000000000036
113.0627812,34.84052698,1.16,3.141205008422886,2.983362616591136,1.1254685714285722,1.194913888889999
113.0619141,34.84344753,1.1675,2.897279064187714,2.977111060260421,1.474786136363637,1.4896083333333288
113.0625555,34.84067564,1.16,3.077607791923356,2.9834410338241213,1.4025579166666642,2.000911111109997
113.0620567,34.84306247,1.2,3.012995771466038,2.9797657377017925,1.1622143055555554,1.2072888888900033
113.0625628,34.84062078,1.17,3.089560051990347,2.9831697829712334,1.5052141468266471,1.2599499999999972
113.0629349,34.84043999,1.19,3.125794625671219,2.9813294444635634,1.546772916666666,1.4837916666666682
113.0642945,34.84592597,1.1775,3.174071824333339,2.981425297811198,3.475850833333331,1.8037916666666676
113.0642911,34.84592065,1.1925,3.174071824333339,2.981425297811198,3.475850833333331,1.8037916666666676
113.0695018,34.84551393,1.29,3.1302723475361773,2.982676450735842,1.6543973014393567,1.8036416666666635
113.0633468,34.84065666,1.1825,3.0969114298351883,2.9836977736695527,2.035056488095237,1.2232916666666716
113.0598465,34.84094767,1.2825,3.138738186741236,2.981453218932204,1.020716552092988,1.1864833333333342
113.0631737,34.84096368,1.125,3.193852152968105,2.984826178816989,2.0373041666666647,1.6015416666666626
113.063467,34.83904081,1.303333333,3.002436937370448,2.984397488127683,2.459757857142858,2.726024999999999
113.0707116,34.83797208,1.1975,2.959674953789545,2.9821141599777894,1.804770833330502,1.5291583333333276
113.0632208,34.84090765,1.155,3.0678564795954344,2.983705783209813,1.91492023809524,1.6824666666666712
113.0601285,34.84117717,1.27,3.022777475736546,2.981641435539242,1.086909062465312,1.3208833333333343
113.0624939,34.84066004,1.3,3.165428118884151,2.983969835143904,1.5608005952380954,1.552916666666663
113.0594694,34.84036432,1.195,3.1058778190117664,2.9809767156558795,1.6482632738095249,1.4155499999999999
113.0628556,34.84086629,1.2325,3.038627720045554,2.983571425110729,1.7505327976190472,1.2242833333333343
113.0707139,34.83804189,1.2625,2.959674953789545,2.9821141599777894,1.804770833330502,1.526330555553328
113.0625303,34.84064472,1.285,3.165428118884151,2.983969835143904,1.5608005952380954,1.564824999999996
113.0619051,34.84346769,1.22,2.897279064187714,2.977111060260421,1.474786136363637,1.4896083333333288
113.0598295,34.84089872,1.2525,3.138738186741236,2.981453218932204,1.020716552092988,1.2566166666666687
113.0624873,34.8407211,1.25,3.165428118884151,2.983969835143904,1.5608005952380954,1.5409999999999962
113.0624518,34.84076713,1.375,3.165428118884151,2.983969835143904,1.5608005952380954,1.5173416666666673
113.0629009,34.84099478,1.136666667,3.142293577349065,2.983937411782545,1.9439577281746028,1.9389249999999973
113.0629442,34.84040103,1.2275,3.125794625671219,2.9813294444635634,1.546772916666666,1.465466666666668
113.0599044,34.84100112,1.2375,3.2193226666625208,2.98314971117093,1.579174047619047,1.359250000000001
113.0635887,34.83972656,1.285,3.088956531542493,2.9812024141370443,1.3944116468277377,1.3367333333333316
113.062246,34.84049643,1.2225,3.1246312519974992,2.9836424898293528,1.3391387502848369,1.5819305555533352
113.0635857,34.83973112,1.3075,3.088956531542493,2.9812024141370443,1.3944116468277377,1.334499999999998
113.059634,34.84078856,1.0875,3.025098247088522,2.980173569090238,1.6723332142857157,1.573691666663335
113.0625249,34.84065356,1.3125,3.165428118884151,2.983969835143904,1.5608005952380954,1.5570916666666628
113.0626542,34.8407042,1.2275,3.077607791923356,2.9834410338241213,1.4025579166666642,1.8107194444433325
113.0695233,34.84547189,1.24,3.0879506813357978,2.9812364883605293,2.996313943312338,2.2396500000000006
113.0624821,34.84067448,1.215,3.165428118884151,2.983969835143904,1.5608005952380954,1.5489583333333299
113.0598376,34.84088673,1.2725,3.138738186741236,2.981453218932204,1.020716552092988,1.294683333333336
113.0598449,34.84087803,1.29,3.138738186741236,2.981453218932204,1.020716552092988,1.3270333333333364
113.0613056,34.84247889,1.2875,3.0383478951830227,2.979360280973978,2.0166661011904776,1.7995166666566675
113.0633592,34.84068962,1.2725,3.0969114298351883,2.9836977736695527,2.035056488095237,1.2086166666666707
113.0739149,34.83843935,1.2325,3.0112501961941547,2.981741880738909,2.8874000000000013,1.9631333333233352
113.0635382,34.84043314,1.2775,3.2515952500226604,2.9838913762370867,2.820224226190473,2.097941666666671
113.0601785,34.8412003,1.36,3.022777475736546,2.981641435539242,1.086909062465312,1.3912749999999947
113.0623761,34.8406187,1.3825,3.1246312519974992,2.9836424898293528,1.3391387502848369,1.4004861111133338
113.0623353,34.84067667,1.3475,3.058847280615936,2.981989815061289,3.611226250000002,2.5848222222233326
113.0598558,34.8409637,1.3075,3.138738186741236,2.981453218932204,1.020716552092988,1.1840416666666669
113.0598534,34.84095986,1.3225,3.138738186741236,2.981453218932204,1.020716552092988,1.1848416666666668
113.0629497,34.84038133,1.255,3.125794625671219,2.9813294444635634,1.546772916666666,1.455141666666668
113.0620633,34.84305504,1.3125,3.012995771466038,2.9797657377017925,1.1622143055555554,1.2059611111133368
113.0627935,34.84019894,1.3075,3.14669726481732,2.9796650557201514,1.4328390425115638,1.447155555556663
113.0651604,34.84738521,1.305,2.9579766437735486,2.976129472568536,2.62318482142857,1.668975000000007
113.0651823,34.84733567,1.3175,2.983378181246195,2.977330750446333,1.7092308333333353,1.5129416666666657
113.0651556,34.84740165,1.325,2.9579766437735486,2.976129472568536,2.62318482142857,1.668975000000007
113.0629865,34.83987909,1.325,3.0964565889674844,2.982002524539661,1.3170281547619047,1.3046666666666697
113.06435,34.84210386,1.4225,3.142293577349065,2.9839804792955427,5.01899608974359,2.543191666666665
113.0643644,34.84210203,1.3325,3.142293577349065,2.9839804792955427,5.01899608974359,2.5468333333333315
113.0664657,34.84404142,1.325,3.07092769429201,2.981166588748345,1.48234416666,1.3833083333333265
113.0623454,34.84063765,1.415,3.058847280615936,2.981989815061289,3.611226250000002,2.594116666666666
113.0637575,34.8395848,1.336666667,3.10672989595264,2.9828515699264706,1.4335257142861917,1.6511249999999993
113.062446,34.84063437,1.2625,3.165428118884151,2.983969835143904,1.5608005952380954,1.7134388888900003
113.0601267,34.84116556,1.25,3.022777475736546,2.981641435539242,1.086909062465312,1.4000666666666683
113.0619417,34.84339703,1.3,2.897279064187714,2.977111060260421,1.474786136363637,1.4889083333333275
113.0739105,34.83843909,1.27,3.0112501961941547,2.981741880738909,2.8874000000000013,1.9631333333233352
113.0629585,34.83990035,1.3325,3.0964565889674844,2.982002524539661,1.3170281547619047,1.325108333333333
113.0629141,34.83993169,1.3475,3.0964565889674844,2.982002524539661,1.3170281547619047,1.3307833333333312
113.0621541,34.8405201,1.365,3.11676907410498,2.983798231543336,1.534190000000001,1.6248305555533376
113.0638031,34.84523275,1.35,3.0155329070363166,2.9801243743216284,2.401709722223332,3.2660777777766685
113.0634148,34.83900871,1.236666667,3.002436937370448,2.984397488127683,2.459757857142858,1.8772416666666683
113.0627231,34.84427611,1.28,3.05017403075,2.9800791615678546,1.4237151190476194,1.4204749999999948
113.061649,34.83918954,1.5225,2.874969282971037,2.983337903479711,2.8126094393205125,3.2113583333333415
113.0738616,34.83838699,1.3725,3.0112501961941547,2.981741880738909,2.8874000000000013,1.9583527777733352
113.0631399,34.84461454,1.3725,3.108121473973526,2.98035107989859,1.5168607440476196,1.519599999999998
113.0636719,34.83963876,1.3375,3.088956531542493,2.9812024141370443,1.3944116468277377,1.338266666666672
113.0627452,34.84036303,1.3625,3.2044555569707995,2.981620370485761,1.278229658120172,1.299983333333328
113.0628725,34.84084175,1.3975,3.038627720045554,2.983571425110729,1.7505327976190472,1.2065000000000021
113.0629973,34.8399502,1.395,3.0964565889674844,2.982002524539661,1.3170281547619047,1.3309694444433346
113.0584434,34.83999773,1.6825,3.0957962937989407,2.982127272942761,1.5806783450577206,1.5468833333333323
113.0629625,34.84427971,1.3575,3.1174113549458298,2.9816828945652145,2.575590817559213,3.929316666666667
113.0598583,34.84085366,1.39,3.138738186741236,2.981453218932204,1.020716552092988,1.3927500000000033
113.0633576,34.83894578,1.435,3.184614621324073,2.9882209590221502,3.317886487193363,3.6401833333533387
113.0679452,34.84488786,1.46,3.191651053219914,2.983095521489307,1.9640459523809524,1.5615749999999995
113.0670816,34.84445472,1.33,3.1314494178382546,2.9815950911096465,2.2238506867549224,3.1667888888899975
113.0624996,34.84069799,1.395,3.165428118884151,2.983969835143904,1.5608005952380954,1.5528583333333297
113.0628019,34.84017944,1.3725,3.14669726481732,2.9796650557201514,1.4328390425115638,1.445588888889996
113.0598612,34.84084707,1.38,3.138738186741236,2.981453218932204,1.020716552092988,1.3927500000000033
113.0695195,34.84547923,1.285,3.0879506813357978,2.9812364883605293,2.996313943312338,2.2396500000000006
113.0621598,34.84051457,1.375,3.11676907410498,2.983798231543336,1.534190000000001,1.6194638888866708
113.0623763,34.84378436,1.3825,3.0796271659939265,2.980011849722723,2.3373394642857166,2.0209333333333275
113.0656305,34.84780367,1.4025,3.0744331598014014,2.977465909933052,1.5450280952380964,1.460241666666672
113.0637072,34.83962125,1.4175,3.202451577454525,2.985986594632201,1.7861200991919075,1.6353027777766669
113.0598627,34.84084337,1.395,3.138738186741236,2.981453218932204,1.020716552092988,1.44769166666667
113.0693881,34.84567587,1.5225,3.2302624673246925,2.9838710871381897,2.7057812500000025,2.0819333333333434
113.0623759,34.84377395,1.39,3.0796271659939265,2.980011849722723,2.3373394642857166,2.0205999999999937
113.0621408,34.84053127,1.385,3.11676907410498,2.983798231543336,1.534190000000001,1.8124888888866708
113.0623752,34.8437683,1.3875,3.0796271659939265,2.980011849722723,2.3373394642857166,2.0126249999999937
113.0623493,34.84373261,1.4075,2.904590705883095,2.9778465872952653,1.5997033333333346,1.4977500000000001
113.063137,34.84464359,1.3925,3.108121473973526,2.98035107989859,1.5168607440476196,1.556066666666664
113.0638133,34.84523127,1.395,3.0155329070363166,2.9801243743216284,2.401709722223332,3.2667861111100014
113.0602179,34.84118209,1.4275,3.02914005110182,2.9801443708498647,1.5591090138566932,1.6965166666666638
113.0586292,34.83978278,1.3425,3.1547567889255674,2.9817698824025816,1.2226424900793649,1.2890000000000033
113.0692162,34.84693643,1.3475,3.1217398762575783,2.9813409398310475,2.540550724134752,2.114024999999998
113.0623761,34.84377639,1.39,3.0796271659939265,2.980011849722723,2.3373394642857166,2.0205999999999937
113.0596318,34.84073974,1.3775,3.025098247088522,2.980173569090238,1.6723332142857157,1.6255083333300027
113.062709,34.84034903,1.4275,3.2044555569707995,2.981620370485761,1.278229658120172,1.3369833333333287
113.0679604,34.84488513,1.4625,3.191651053219914,2.983095521489307,1.9640459523809524,1.5264166666666685
113.0656226,34.84794309,1.4375,3.0474624563969,2.9775398796006507,1.5804354761904766,1.5299666666666711
113.0623361,34.84371413,1.3975,2.904590705883095,2.9778465872952653,1.5997033333333346,1.5137166666666666
113.0714905,34.84844342,1.4175,2.960945283390004,2.978856061506136,1.9080770833333327,1.7001416666666755
113.0707205,34.83807354,1.4075,2.959674953789545,2.9821141599777894,1.804770833330502,1.5397749999966606
113.0656301,34.84782611,1.415,3.0744331598014014,2.977465909933052,1.5450280952380964,1.469191666666672
113.0601392,34.841224,1.4375,3.022777475736546,2.981641435539242,1.086909062465312,1.222666666666662
113.0656297,34.84785874,1.4225,3.0474624563969,2.9775398796006507,1.5804354761904766,1.5191666666666723
113.0656294,34.84776617,1.425,3.0744331598014014,2.977465909933052,1.5450280952380964,1.460241666666672
113.0688605,34.84616578,1.405,3.0591335473962573,2.9816262965868985,2.0337537752525265,1.9950944444433325
113.0689309,34.84609081,1.415,3.191651053219914,2.983135785225606,3.831731369047621,1.6288361111100085
113.0623706,34.84375583,1.4125,3.0796271659939265,2.980011849722723,2.3373394642857166,1.9907083333333269
113.0621635,34.84048141,1.4625,3.11676907410498,2.983798231543336,1.534190000000001,1.70433888887667
113.0656298,34.84784359,1.4375,3.0474624563969,2.9775398796006507,1.5804354761904766,1.5191666666666723
113.0632753,34.83995309,1.4325,3.0107838863266068,2.9789475802806806,1.6556478968259538,1.6504500000000024
113.0749688,34.83821925,1.4125,3.024950642941505,2.9830760676856074,2.460815119047617,1.5135000000000043
113.0679357,34.8448957,1.5275,3.191651053219914,2.983095521489307,1.9640459523809524,1.5867999999999982
