Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4,stumpf,log-linear,random_forest_prediction,random_forest_depth
113.0622658,34.83890072,3.17,835.0,873.0,807.0,724.0,3.518552146771356,2.942491310408538,3.111840897678709,3.1733585653705605
113.0680742,34.84662197,2.5575,1039.0,1174.0,1364.0,1025.0,3.042111758790824,3.1031782262500283,2.5566130952380948,2.718798683511392
113.0654325,34.84333164,2.07,1033.0,1178.0,1361.0,1028.0,2.9852395401602223,3.1026912406327574,2.177591111111113,2.2515921811193667
113.0696952,34.84643852,2.31,1023.0,1125.0,1344.0,1073.0,3.208729482179365,3.13457818957871,2.786476071428569,2.381314999999995
113.0617818,34.83893354,2.8925,835.0,915.0,862.0,911.0,3.222920727225059,3.102125507318445,3.2146238609226243,3.095026933136185
113.0620009,34.84291151,1.966666667,1044.0,1161.0,1357.0,1011.0,3.1405312813375303,3.100975167107257,2.3095927380952377,2.672568360424287
113.0702077,34.83844544,2.695,1035.0,1162.0,1363.0,1094.0,3.0814490015171145,3.1326814525979554,2.4607954166666666,2.448897727272728
113.0619165,34.83780807,3.24,824.0,865.0,801.0,764.0,3.492689965513847,3.048727494311336,3.374363631854256,3.2950785254849113
113.0614126,34.84052443,7.4725,1029.0,1141.0,1313.0,1025.0,3.1578330872521008,3.1097006627823403,7.56690511724387,7.59039333333333
113.0622301,34.84168102,5.3725,1051.0,1174.0,1369.0,1009.0,3.113383250087338,3.09749882010924,4.767376524725277,5.395831749999958
113.0644639,34.84393712,3.9075,1026.0,1155.0,1344.0,1058.0,3.064439460166241,3.1198750776421,3.807265974019304,3.8351228070860306
113.0600341,34.84023715,3.465,1000.0,1136.0,1350.0,1039.0,3.007148161177384,3.115976640399788,3.419293898809525,3.4963099999999923
113.0597408,34.83886052,8.46,1039.0,1161.0,1390.0,1214.0,3.110713342516505,3.1716268903515465,9.36931488095238,9.155854999999981
113.0646859,34.84368944,4.415,1017.0,1140.0,1349.0,1072.0,3.0903022378345923,3.12910013609247,4.482744319083694,4.425062543652114
113.0720529,34.8501446,1.59,1047.0,1159.0,1371.0,1019.0,3.168990272350925,3.105855005410421,1.4824326454037466,1.4591250000246618
113.0644162,34.84527307,4.61,1058.0,1195.0,1367.0,981.0,3.045430770159925,3.079474092024164,4.190651249999166,4.185264276960138
113.0607591,34.84142477,3.1725,1049.0,1198.0,1378.0,980.0,2.9770637401457947,3.077963577674346,2.756574958097457,2.58127728327228
113.0651556,34.84740165,1.325,1213.0,1410.0,1707.0,1374.0,2.8774299762859386,3.1787508518072154,2.406675595238094,2.5254400000000077
113.0672783,34.84652087,3.67,1037.0,1176.0,1368.0,1036.0,3.019676829077966,3.1071769031161764,3.573901893939391,3.4937503861353494
113.059634,34.84078856,1.0875,1044.0,1195.0,1368.0,1007.0,2.962851900586557,3.090364080085973,1.6307560119047622,1.5343245202020346
113.0596673,34.84063649,1.62,1044.0,1195.0,1368.0,1007.0,2.962851900586557,3.090364080085973,1.6307560119047622,1.6366645202020291
113.0626315,34.84277212,4.7975,1033.0,1169.0,1364.0,973.0,3.032439539081409,3.0804501407754605,4.81523827380952,4.707380394088667
113.0618665,34.83906176,2.7,857.0,911.0,872.0,934.0,3.414566932499497,3.134565075680716,2.7249881746031748,2.7187290000000024
113.0673315,34.83806331,3.4325,1017.0,1178.0,1398.0,1888.0,2.8883775537016305,3.285612160412497,3.413121498015873,3.291151666666656
113.0613739,34.84160444,4.355,1051.0,1183.0,1365.0,986.0,3.066355805363756,3.0843929386621456,4.451881359126987,4.326231672619059
113.0715962,34.8506474,2.0175,1025.0,1167.0,1357.0,1029.0,2.994712374654682,3.105297812474029,2.1270744530122654,2.1592495039682604
113.0696508,34.85171959,4.54,1076.0,1203.0,1418.0,1098.0,3.108954376157285,3.128466808431629,4.286341980519478,4.347718750000014
113.0732456,34.83759517,2.455,1079.0,1250.0,1428.0,1580.0,2.891026484364872,3.230476400176723,2.554313541666669,2.4589400000000023
113.0637238,34.8393936,3.0375,956.0,1068.0,1116.0,1061.0,3.1083673807922167,3.130838672500083,3.121026953205893,2.601380477272722
113.0618237,34.83943915,2.485,846.0,932.0,905.0,1060.0,3.190097091925153,3.16946665247169,3.048006815494457,2.5745924772727253
113.0614134,34.84222733,2.555,1042.0,1171.0,1366.0,992.0,3.075764063216284,3.0898022280959245,2.4002683973869265,2.334848525115652
113.0598275,34.84090406,1.2475,1050.0,1174.0,1368.0,993.0,3.107475119388212,3.0901677068083755,1.0407143024441736,1.1665577499999988
113.0599457,34.84048688,2.9325,1056.0,1186.0,1368.0,1011.0,3.0802067321334903,3.095463463193592,2.800333313492065,2.927788749999983
113.065394,34.84327495,2.13,1044.0,1165.0,1365.0,1028.0,3.119324049973443,3.107423784869088,2.207087242167555,2.1420397959374897
113.0722387,34.84982079,2.6275,1060.0,1186.0,1384.0,973.0,3.103655982698527,3.078828474195688,2.4155538356455626,2.612550535540456
113.0696091,34.85177526,4.0625,1076.0,1203.0,1418.0,1098.0,3.108954376157285,3.128466808431629,4.286341980519478,4.124456500000007
113.0687131,34.84628113,1.925,1066.0,1182.0,1371.0,1002.0,3.159475186548775,3.093448698263458,2.1321135155197264,1.9452962101808837
113.0707972,34.83850622,2.64,1020.0,1149.0,1324.0,1081.0,3.0601035604733084,3.1288121014614187,2.7927701785714283,2.4831800000000155
113.0719625,34.84999859,1.73,1060.0,1198.0,1377.0,991.0,3.0417207039111105,3.0839899378196822,1.8903120833299991,2.11503318855836
113.0628873,34.84109367,2.415,1017.0,1136.0,1322.0,1103.0,3.111999866896653,3.140222013941304,1.7476614583333336,1.9673083334180066
113.0638744,34.84413159,4.015,1054.0,1197.0,1380.0,951.0,3.011669359231803,3.0640663302274365,4.291460833333336,4.2571297417108855
113.0707103,34.83798743,1.215,1013.0,1175.0,1331.0,1299.0,2.879591320807819,3.184498235274005,1.516358749999999,1.7239266666620092
113.0630746,34.83997557,1.385,990.0,1115.0,1214.0,831.0,3.059777970508108,2.9914905779189462,1.521408611113334,1.490293392857149
113.0604622,34.84153871,0.5375,1027.0,1164.0,1346.0,1040.0,3.0226650140128584,3.110352640725713,0.5261869196081695,0.5746779166666659
113.0638679,34.8393286,5.305,956.0,1068.0,1116.0,1061.0,3.1083673807922167,3.130838672500083,3.121026953205893,4.524170000000029
113.0627283,34.84099532,2.0475,1006.0,1120.0,1329.0,1093.0,3.131957277633731,3.1411902930614857,2.5469491987179462,2.293383333334007
113.0629499,34.84114831,2.6475,1023.0,1124.0,1333.0,1079.0,3.214229857639552,3.136620480605255,4.246105535714284,3.4411000000006613
113.0589273,34.82911869,3.5275,805.0,863.0,801.0,866.0,3.359512556454362,3.145197583017361,3.366113253968253,3.3719280435724857
113.0596888,34.8390437,7.3125,1033.0,1165.0,1357.0,1156.0,3.053549565529849,3.1517568939725464,7.690097916666665,7.580164999999934
113.0675485,34.84610922,2.885,1048.0,1193.0,1368.0,1031.0,2.996853383897048,3.10147210698625,2.542235238095235,2.8060190487266867
113.0607987,34.8397921,8.5975,1056.0,1153.0,1419.0,1310.0,3.254211923169649,3.200768636710272,5.545575725593852,6.838459999999969
113.0623201,34.83973561,1.99,823.0,890.0,836.0,726.0,3.305468628795566,2.912160424617471,2.171847989347253,2.1678980952381024
113.0617969,34.84178021,4.66,1034.0,1183.0,1351.0,991.0,2.9651956914145643,3.0847199451340623,4.258146309523813,4.697962272727269
113.0653636,34.84684734,2.8475,1067.0,1205.0,1410.0,1018.0,3.04669649394252,3.09611457509745,2.447829623015874,2.6706118012317153
113.0640772,34.8430478,4.1925,1033.0,1127.0,1339.0,1063.0,3.258283807004545,3.1308384247702747,4.334834523809517,4.056192816849843
113.0708017,34.83852157,2.5825,1020.0,1149.0,1324.0,1081.0,3.0601035604733084,3.1288121014614187,2.7927701785714283,2.479520000000016
113.0629949,34.84072811,0.9775,1012.0,1153.0,1325.0,1073.0,2.9897503796198777,3.1239856893784377,1.4590178869047623,1.404855000000003
113.0587736,34.83936175,3.0125,1021.0,1135.0,1328.0,1078.0,3.141855448295942,3.13230602429448,2.832320952380952,3.1876285064109364
113.0640342,34.84219567,2.4575,1012.0,1157.0,1336.0,1080.0,2.968421085280795,3.125873171661904,2.177051459235209,2.154234999999983
113.0584434,34.83999773,1.6825,1032.0,1164.0,1346.0,1059.0,3.052825365105264,3.118260008282705,1.5563198412698416,1.3034199999999945
113.0644896,34.84491082,3.965,1060.0,1202.0,1387.0,951.0,3.02123154525826,3.063539788622037,4.099765000000006,4.08821744246029
