Longitude,Latitude,depth,stumpf,log-linear,random_forest_prediction,random_forest_depth
113.0660377,34.84527378,4.5525,3.060216318007072,2.844636416500947,3.648249999999996,3.837068096417834
113.0600301,34.84022995,3.47,3.06478047745442,2.8470835764313644,3.5094833333333315,3.496710000000015
113.062274,34.84190575,4.5675,3.066540669324056,2.844265858408865,2.207377500000001,2.6861595801040283
113.0644259,34.84275486,3.565,3.1257885105227388,2.846259670739942,3.3958175,3.293642313519825
113.0582638,34.84041323,0.985,2.957687969229561,2.8439631133731345,3.0492427976190486,2.879906666668
113.0606961,34.84124717,2.6025,3.0412503245957723,2.843940580948695,3.354812470238095,2.9075046774206825
113.0641585,34.84331597,3.715,3.181111848091028,2.8471622889339394,3.2208455913220515,3.0474036666666686
113.071835,34.84924919,2.4275,3.083460221643314,2.844479625346568,2.636621686509047,2.4272704999999997
113.0584661,34.84011677,0.9875,3.092231906837874,2.845517995761381,1.9920000000000024,1.6405149999999944
113.0635619,34.84244033,3.9675,3.167229276120537,2.848197271769734,3.365472619047619,3.5361285416666655
113.0717864,34.8505155,1.9875,3.109852717609826,2.845742710776024,2.275434166666664,1.9837000000000058
113.0683512,34.84783584,3.855,3.17878345818189,2.8460829311232345,3.924703928571428,3.8759073426121686
113.0673396,34.84858412,3.89,3.09413222463499,2.843574443950636,3.5314422619047603,3.7572615602028843
113.0716817,34.84925491,2.34,3.083460221643314,2.844479625346568,2.636621686509047,2.4267137499999993
113.0663506,34.84834854,2.1275,3.0433325540401057,2.841897697844473,3.015665714285713,2.601415000000007
113.0643377,34.84407037,3.775,3.065632715902268,2.84422672331948,4.611325000000001,4.947393910168744
113.0674086,34.84536742,1.885,3.205921118558166,2.84481127770618,2.8898016666666666,2.856253971428574
113.0645857,34.8443591,5.4325,3.126620333433543,2.84589804098096,2.999372916666667,3.992151306048861
113.0673272,34.83808031,3.39,2.993400824945504,2.84748326526162,4.04319916666667,3.432833333333318
113.068027,34.84489749,1.6925,3.1655457796722715,2.8463833280243924,1.8035692559523808,1.7129350000000076
113.0612839,34.8410097,4.9725,3.036383951303037,2.845094565141122,4.569696805555551,4.384125000000001
113.0661202,34.84686314,3.755,3.0088525473113705,2.8424464630601154,3.75779375,3.7911109318181935
113.0691454,34.85026629,3.9125,3.079939925206638,2.845059322098088,3.32849375,3.3302799999999997
113.0621626,34.84144705,5.52,3.189233992078755,2.848102170300756,3.473853749999998,4.251035178571431
113.0628814,34.83934129,2.1325,3.201436774640136,2.842511255589908,2.0594226190476195,2.350715000000005
113.0598972,34.8406967,1.9175,3.035754094179971,2.844146299300148,2.8548929761904738,2.0766733333340035
113.0628993,34.839942,1.335,3.0927369291895133,2.844694354669072,1.3685233333333326,1.340114999999993
113.0647555,34.84392463,4.095,3.160575126422536,2.84611547301246,3.9000775595238086,3.8936695788654716
113.0701972,34.83815966,1.66,2.9156495991501856,2.841828097925517,2.738225,2.6660000000000066
113.0664686,34.84644523,4.035,3.113453631740676,2.845640801838187,3.075361666666668,3.7546590350209734
113.0694093,34.84565354,1.563333333,3.1186006863829974,2.8459924779782315,3.238855625,1.8325548809523726
113.0631956,34.84238842,4.185,3.0926408490081414,2.846672129185152,3.7836666666666674,2.8053501923076882
113.0599869,34.84035176,3.2175,3.1270218586607683,2.845787936055964,3.197649166666668,2.8507099999999954
113.063828,34.8449657,3.8825,3.1353294343905134,2.845451413792519,2.46287652777778,3.0574171761088933
113.070616,34.8476185,1.6525,3.1449420676822726,2.84620742651999,2.6509908333333323,2.3011614583333326
113.0646661,34.84466321,4.5075,3.154126287501981,2.844864976906704,4.22503875,4.291234774509836
113.0621422,34.84119219,5.6025,3.1680103338416643,2.8471849954867503,3.875122142857143,4.5939430952380915
113.0641703,34.84508158,4.21,3.087015514564776,2.8444473060009683,2.4204404166666684,3.517616508161945
113.0668726,34.84807288,3.9775,3.143708673229405,2.84448704843212,2.748963353179048,2.8444023566849843
113.0600644,34.84083119,2.0475,3.0859876897911533,2.843639873264698,1.870856746031745,1.9170525000000025
113.0633777,34.84142736,2.1525,3.0801136606038355,2.846578595956051,2.886652777777781,2.611569999999984
113.0626315,34.83974485,1.9475,3.287904730009437,2.8500741957486406,1.9625398809523824,1.9639500000000045
113.0623761,34.8406187,1.3825,3.1142861321191617,2.8465997766327447,1.587070833343334,1.5884233333619977
113.0589826,34.82912451,3.335,3.276547080538585,2.868716138652116,3.3293487500000007,3.331184999999989
113.0630067,34.83924986,2.77,3.207439728665257,2.844358596289173,2.656722212301588,2.7725199999999983
113.0631645,34.83972695,1.5275,3.222286319524912,2.8450655301683603,1.6403849999766658,1.611469999996007
113.0621145,34.83892244,2.8625,3.3721278890673574,2.8588547849642665,3.197826249999999,3.150591375000017
113.0706337,34.84914897,3.0975,3.078133496170345,2.844710984771898,2.8839807142857143,2.8132852499999914
113.0727632,34.8489638,1.72,3.039084950384556,2.8447474460263544,1.137191309523809,1.0523449999999985
113.0584072,34.82912274,3.2425,3.325481245318514,3.120059925309635,3.307174166666664,3.374098333333337
113.0617619,34.84041284,3.9325,3.0860513257786764,2.8452637343888587,6.072536190476197,5.615838333332025
113.0656087,34.84765638,1.575,3.182008727900815,2.844927947494946,2.7311239880952365,2.4883123809523826
113.066579,34.84555323,3.825,3.1106870849006114,2.8457700205458214,3.0291225000133357,3.5837571286976035
113.0629442,34.84040103,1.2275,3.115175930707032,2.8448165404212107,2.4843691666666645,1.7882199999999973
113.0621712,34.83931276,2.96,3.2378493493017046,2.8540693498121827,3.0048645833333354,2.897958333333994
113.0683928,34.84633924,2.2775,3.116334689355895,2.845361504670587,2.475301666666663,2.8460539712994612
