Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4
113.0619811,34.8414031,6.47,1039,1174,1347,1023
113.0632277,34.83913544,3.703333333,828,905,867,940
113.0617044,34.84027774,2.3125,940,1146,1186,1076
113.0629923,34.8424559,4.9575,1027,1144,1349,1043
113.0693218,34.83856496,2.92,1017,1174,1326,1164
113.0647344,34.84411259,4.23,1026,1160,1344,1072
113.0627812,34.84052698,1.16,1007,1125,1291,969
113.0642584,34.84546206,3.105,1041,1178,1381,1037
113.0637813,34.83933369,3.686666667,956,1068,1116,1061
113.0685234,34.85098134,2.63,1112,1262,1524,1311
113.0646864,34.84273927,2.73,1022,1132,1349,1058
113.0718336,34.85047069,2.1075,1036,1163,1364,1029
113.0681008,34.84804131,3.98,1059,1184,1364,1028
113.0620522,34.84014242,2.1675,868,965,948,824
113.0630113,34.83905554,3.94,806,867,802,744
113.0600245,34.84021317,3.5325,1000,1136,1350,1039
113.0637259,34.83934666,2.5925,956,1068,1116,1061
113.0668126,34.8463051,4.3875,1031,1138,1361,1040
113.0665441,34.84909411,1.9175,1138,1280,1475,1066
113.0709851,34.8510331,2.1225,1035,1136,1351,1067
113.0613086,34.83797734,3.21,819,874,819,801
113.0680872,34.84691995,3.055,1043,1160,1366,1034
113.0632476,34.84446894,2.735,1046,1186,1369,1001
113.0694252,34.84563585,1.76,1034,1158,1355,1050
113.0623407,34.83971843,2.07,823,890,836,726
113.0642655,34.84330272,3.81,994,1132,1339,1058
113.0646724,34.84411076,4.2525,1026,1160,1344,1072
113.0620143,34.83770822,2.93,835,878,808,815
113.0598151,34.83961607,6.05,1039,1157,1343,1053
113.064856,34.84325193,2.9825,1028,1136,1346,1049
113.0652683,34.8432295,2.4575,1044,1165,1365,1028
113.0697366,34.85174702,4.5875,1076,1203,1418,1098
113.0633225,34.84055372,1.0425,1012,1149,1330,1055
113.0702094,34.83839634,2.305,1035,1162,1363,1094
113.0634487,34.83909735,3.8475,890,1022,950,1957
113.058951,34.83807962,8.72,1028,1157,1364,1289
113.0674004,34.84636472,2.94,1048,1163,1368,1031
113.0627692,34.84257675,4.915,1033,1173,1349,1006
113.063829,34.8418462,2.78,1023,1136,1336,1080
113.0584514,34.83991477,1.0475,1038,1173,1349,1045
113.0726325,34.84902295,2.2525,1027,1153,1360,1040
113.0600024,34.84002615,4.3275,1028,1148,1332,1053
113.0635117,34.8441559,4.8475,1035,1169,1366,996
113.0601166,34.83976153,5.9675,1017,1157,1339,1049
113.0720276,34.84977215,2.13,1060,1186,1384,973
113.0602472,34.84117665,1.585,1044,1194,1371,984
113.0623706,34.84375583,1.4125,1054,1193,1369,963
113.0647363,34.8388761,2.3425,985,1146,1234,1444
113.0620443,34.83917356,2.86,824,881,825,785
113.0614715,34.84226069,2.6275,1042,1171,1366,992
113.0645246,34.84294274,2.83,1022,1157,1346,1053
113.0727593,34.84860497,0.7275,1044,1165,1360,1026
113.0680576,34.84814361,3.7875,1062,1185,1367,1007
113.0637818,34.83933279,3.66,956,1068,1116,1061
113.0706147,34.8514155,2.9575,1057,1157,1361,1076
113.062982,34.83926735,2.6675,806,880,798,711
113.0636202,34.84158134,2.3,1034,1132,1336,1101
113.0619871,34.83786151,3.34,824,865,801,764
113.0622115,34.83887539,3.2125,835,873,807,724
113.0716616,34.85061223,2.16,1025,1167,1357,1029
113.0599537,34.84048024,2.99,1056,1186,1368,1011
113.0677317,34.85012349,4.09,1127,1253,1490,1108
113.0581023,34.82915108,3.3575,812,866,819,798
113.0623768,34.84029202,1.575,912,1015,1016,749
113.0627206,34.83870689,3.0475,823,880,809,903
113.0632871,34.83915711,5.1325,828,905,867,940
113.0642956,34.84212895,2.0975,1017,1136,1332,1071
113.0637613,34.83935007,2.595,956,1068,1116,1061
113.072141,34.84961318,2.75,1049,1194,1388,977
113.0633098,34.83896848,3.04,840,955,870,1220
113.0715522,34.85071811,2.1075,1053,1151,1360,1047
113.0646675,34.8440011,4.3475,1026,1160,1344,1072
113.0631141,34.8399603,1.735,956,1078,1106,765
113.0680956,34.84805105,3.91,1059,1184,1364,1028
113.0623393,34.83977214,2.18,823,890,836,726
113.0660848,34.84845607,1.67,1105,1272,1471,1006
113.062194,34.84045383,1.323333333,884,1003,984,768
113.0633827,34.83902806,3.89,890,1022,950,1957
113.069709,34.84979604,3.4025,1047,1166,1359,1072
113.060448,34.84119604,1.955,1044,1194,1371,984
113.0608889,34.84185184,0.75,1060,1194,1378,984
113.061406,34.84227764,2.4725,1042,1171,1366,992
113.0606582,34.83996587,8.0125,1022,1144,1361,1058
113.0673231,34.83825725,2.4575,1023,1141,1326,1333
113.0639076,34.84348798,4.915,1028,1157,1364,1002
113.0726014,34.84903387,2.5575,1027,1153,1360,1040
113.0676715,34.84719967,3.8775,1052,1166,1355,1024
113.0672955,34.84617331,3.1,1042,1159,1361,1026
