经度,纬度,水深
113.0633153,34.83967267,-1.6925
113.0633094,34.83967947,-1.705
113.0701895,34.83817351,-1.7425
113.0643114,34.84212065,-1.91
113.071985,34.85033113,-1.755
113.0695302,34.8454551,-1.595
113.0732493,34.83767496,-1.7125
113.0648734,34.84259329,-1.9325
113.0680102,34.84489261,-1.71
113.0596384,34.84069756,-1.543333333
113.0587465,34.83969557,-1.6225
113.0705562,34.8492273,-1.625
113.0622519,34.84038721,-1.575
113.07252,34.83767975,-1.5975
113.0704941,34.84926307,-1.6325
113.0601678,34.84108603,-1.5875
113.07325,34.83769248,-1.61
113.0652556,34.84714999,-1.61
113.0626358,34.84011979,-1.61
113.0629133,34.84097584,-1.63
113.0635273,34.83953838,-1.67
113.0601212,34.84103583,-1.6175
113.0713808,34.84852378,-1.67
113.0601215,34.84105855,-1.6
113.0704126,34.84948334,-1.65
113.0634057,34.83958303,-1.6175
113.0631571,34.83959148,-1.64
113.0650416,34.83933876,-1.5775
113.06342,34.839577,-1.605
113.0631003,34.83961015,-1.645
113.0725118,34.83787255,-1.6475
113.0632843,34.8397266,-1.65
113.0631067,34.83996794,-1.7225
113.0622449,34.84039408,-1.6125
113.0631871,34.83958365,-1.64
113.0661022,34.84845018,-1.6525
113.0632405,34.83966891,-1.64
113.0632758,34.83964661,-1.6425
113.0632621,34.83965514,-1.665
113.0633034,34.83968718,-1.6925
113.0725027,34.83795229,-1.7225
113.0603329,34.84125756,-1.6425
113.0602573,34.84117708,-1.6475
113.0680243,34.84489722,-1.685
113.073873,34.83816613,-1.69
113.0625573,34.84017424,-1.8175
113.0641,34.8421692,-1.79
113.0719599,34.84997896,-1.645
113.0638501,34.84522881,-1.6825
113.06303,34.84101245,-1.7725
113.0634504,34.83903786,-2.035
113.0694385,34.84561759,-1.52
113.0624144,34.84062667,-1.4725
113.0616557,34.83919232,-1.6775
113.0587163,34.83970809,-1.6175
113.0630834,34.8410007,-1.755
113.0658538,34.84819175,-1.5925
113.0632927,34.83980098,-1.5825
113.0687439,34.84624911,-1.6475
113.0628713,34.84417248,-1.6275
113.0658391,34.84819664,-1.635
113.0725734,34.84885011,-1.63
113.0704837,34.84926931,-1.6375
113.0601209,34.84107646,-1.5775
113.0629167,34.84098762,-1.6425
113.0684969,34.8464757,-1.64
113.0705476,34.84923188,-1.6525
113.0600693,34.8410477,-1.57
113.0706765,34.84756109,-1.6075
113.0727296,34.84897341,-1.665
113.0601213,34.84101909,-1.615
113.0738658,34.8383237,-1.605
113.0601216,34.84100974,-1.605
113.0596784,34.84063529,-1.6175
113.0717707,34.8376045,-1.66
113.0717759,34.83759976,-1.66
113.0601214,34.84100068,-1.6225
113.0725125,34.83785381,-1.66
113.0630412,34.83962939,-1.655
113.0725058,34.83792619,-1.67
113.0622321,34.8404074,-1.6175
113.0598872,34.84077973,-1.6325
113.0704333,34.84949674,-1.65
113.0633032,34.83963092,-1.67
113.0725031,34.8379459,-1.675
113.072512,34.83786232,-1.68
113.0738724,34.83829355,-1.6275
113.0649979,34.83932984,-1.655
113.0632559,34.8396589,-1.65
113.0660901,34.84845448,-1.6625
113.073879,34.83823965,-1.68
113.0680927,34.84493216,-1.7425
113.0738739,34.83828406,-1.655
113.071772,34.83760281,-1.69
113.0670131,34.84453237,-1.69
113.0603293,34.84126325,-1.605
113.0635095,34.83953328,-1.615
113.0650065,34.83933527,-1.67
113.0632462,34.83971353,-1.6975
113.0649936,34.83932643,-1.6575
113.0633092,34.8396276,-1.6825
113.065002,34.83933278,-1.6825
113.071825,34.83795933,-1.7025
113.0657741,34.84821318,-1.6625
113.0631141,34.8399603,-1.735
113.0602462,34.8411466,-1.67
113.0662164,34.84840247,-1.6925
113.0626562,34.84425015,-1.7025
113.0653158,34.84302456,-1.705
113.0653023,34.84302199,-1.71
113.0602521,34.84115439,-1.7
113.0719722,34.85035084,-1.7575
113.0725099,34.83810016,-1.815
113.0636486,34.84036096,-1.255
113.0720373,34.85004919,-1.5475
113.0694344,34.84562319,-1.5625
113.0587289,34.83970238,-1.6275
113.0587087,34.83971208,-1.6225
113.0661668,34.84421112,-1.6475
113.0656018,34.84762401,-1.605
113.0654096,34.84322483,-1.635
113.0595107,34.84032321,-1.5725
113.0705273,34.84924427,-1.6425
113.0687484,34.84624452,-1.645
113.0684897,34.84648419,-1.655
113.0601796,34.84109274,-1.5875
113.0727375,34.84897101,-1.68
113.0705383,34.84923731,-1.655
113.0661605,34.84421509,-1.68
113.0725782,34.84883907,-1.63
113.0628784,34.84416569,-1.6375
113.0636984,34.84032831,-1.65
113.0587513,34.83963532,-1.6375
113.0622377,34.84040135,-1.6125
113.0632941,34.83963598,-1.655
113.0595174,34.84031558,-1.6075
113.0601211,34.84104718,-1.6275
113.0613436,34.8424379,-1.6425
113.0717737,34.83762156,-1.66
113.0660956,34.84845255,-1.66
113.0634884,34.83954494,-1.6175
113.0681455,34.84496314,-1.7075
113.0601035,34.84103062,-1.63
113.0633945,34.83958765,-1.6325
113.0719851,34.8499352,-1.68
113.0717719,34.83761621,-1.67
113.0632683,34.83965131,-1.66
113.0632264,34.83957316,-1.665
113.0717705,34.83761334,-1.6725
113.0650171,34.83933803,-1.665
113.073282,34.83841543,-1.65
113.0660081,34.84812348,-1.64
113.0700222,34.84817361,-1.6825
113.0633216,34.83962129,-1.6925
113.0718276,34.837981,-1.6975
113.0717699,34.83760872,-1.685
113.0660437,34.84846624,-1.7025
113.0652455,34.84305022,-1.795
113.0749964,34.83804802,-1.6625
113.0622947,34.84035064,-1.6375
113.0641147,34.84216462,-1.73
113.0602603,34.8411645,-1.68
113.0602578,34.84116106,-1.68
113.0600652,34.84090537,-1.705
113.0602406,34.84113923,-1.6825
113.0647503,34.84634985,-1.7225
113.0719662,34.84995451,-1.755
113.0632839,34.8414408,-1.77
113.0606281,34.84136146,-1.8525
113.0634476,34.83903714,-1.846666667
113.0719889,34.85002927,-1.545
113.0629772,34.84103277,-1.735
113.0705145,34.84925128,-1.63
113.0628865,34.84086829,-1.595
113.0643111,34.84581239,-1.6
113.0623258,34.84365813,-1.575
113.0680632,34.84491226,-1.605
113.0670269,34.84451475,-1.63
113.0596474,34.84065945,-1.64
113.0643099,34.84579556,-1.63
113.0706248,34.84761084,-1.63
113.0658198,34.84820286,-1.6325
113.070616,34.8476185,-1.6525
113.0601216,34.84106624,-1.6025
113.0625967,34.84014628,-1.66
113.067566,34.84525891,-1.69
113.0717731,34.8376014,-1.6625
113.0681311,34.8449562,-1.675
113.0650355,34.83933897,-1.6125
113.0623692,34.84029714,-1.63
113.0718779,34.84999222,-1.63
113.0717699,34.83761033,-1.67
113.062009,34.84332893,-1.655
113.0738781,34.8382475,-1.7125
113.06023,34.84112725,-1.6475
113.0635037,34.83953646,-1.6175
113.0633684,34.83959909,-1.6525
113.0719628,34.84995987,-1.71
113.0602262,34.84112402,-1.6425
113.0633624,34.83960167,-1.6675
113.0632879,34.83963933,-1.6625
113.0632818,34.83964284,-1.6625
113.0681188,34.84494892,-1.675
113.07177,34.83761188,-1.675
113.0650219,34.83933835,-1.67
113.0635349,34.83953254,-1.7325
113.0653206,34.84302655,-1.74
113.0603316,34.8412592,-1.64
113.0701914,34.83816709,-1.73
113.0719605,34.84999213,-1.645
113.0725056,34.83801091,-1.71
113.0613495,34.84243138,-1.6875
113.0718256,34.83796749,-1.7025
113.0632929,34.83955413,-1.7225
113.0701893,34.83817648,-1.745
113.0719832,34.85033282,-1.77
113.0602486,34.84114992,-1.6875
113.0653118,34.84302339,-1.6925
113.0602549,34.84115771,-1.675
113.0603361,34.84125189,-1.69
113.0681609,34.84496978,-1.9275
113.0653075,34.8430225,-1.7325
113.0701905,34.83818093,-1.7775
113.0603373,34.84124971,-1.7125
113.0583529,34.84016626,-1.8525
113.0732489,34.83766735,-1.7475
113.0630399,34.8410096,-1.905
113.0719701,34.84995044,-1.825
113.0719669,34.85036727,-1.9075
113.0629154,34.84104182,-1.5675
113.0629283,34.8411055,-1.5725
113.0720319,34.85004736,-1.59
113.0656047,34.84763726,-1.6
113.0587011,34.83971622,-1.6275
113.0643109,34.84580406,-1.6125
113.0732523,34.83789227,-1.635
113.0650541,34.83933494,-1.5675
113.0680601,34.84491013,-1.605
113.0655959,34.84759444,-1.635
113.0587577,34.83969098,-1.665
113.0704443,34.84929506,-1.68
113.0706886,34.84754835,-1.625
113.0661535,34.84421955,-1.7225
113.0601215,34.84099137,-1.6325
113.0587565,34.83963138,-1.6325
113.0727123,34.84897922,-1.6825
113.0718191,34.83791735,-1.65
113.0717703,34.83760646,-1.6825
113.0706072,34.84762581,-1.695
113.065259,34.84713933,-1.65
113.0660848,34.84845607,-1.67
113.0628881,34.84415473,-1.6725
113.0681254,34.8449529,-1.685
113.068821,34.84602168,-1.67
113.0725212,34.83767189,-1.655
113.0681125,34.84494489,-1.7025
113.0700168,34.84821261,-1.7075
113.0596834,34.8406351,-1.67
113.0660326,34.84847028,-1.695
113.0679289,34.84492011,-1.7275
113.0705984,34.84763327,-1.7175
113.0598719,34.84072554,-1.6525
113.0732496,34.83768461,-1.6575
113.0717726,34.83761795,-1.6775
113.0626566,34.84425586,-1.715
113.0632531,34.83970197,-1.74
113.0660189,34.84847434,-1.695
113.066049,34.84846429,-1.7225
113.0717734,34.83761976,-1.6825
113.0626568,34.84424458,-1.685
113.0632569,34.83956432,-1.6925
113.0630298,34.83963277,-1.6825
113.0662255,34.84839924,-1.7025
113.0635153,34.83953016,-1.64
113.0605776,34.84131309,-1.665
113.062658,34.84426296,-1.7125
113.0725024,34.8379666,-1.7175
113.0626607,34.84426882,-1.755
113.0629097,34.84096487,-1.6675
113.063235,34.83957082,-1.6925
113.06352,34.83952745,-1.665
113.0626947,34.84428586,-1.7425
113.0603348,34.84125475,-1.6925
113.0623023,34.84034462,-1.6775
113.0603352,34.8412534,-1.7
113.0732531,34.83795319,-1.7875
113.0652387,34.84305276,-1.86
113.0647111,34.83881859,-1.87
113.0725099,34.83808486,-1.7375
113.060525,34.8414251,-1.82
113.062726,34.84101009,-1.96
113.0628429,34.8408608,-1.2625
113.0655998,34.84761504,-1.64
113.0587847,34.83967971,-1.67
113.0717704,34.83760538,-1.6575
113.0625859,34.8401537,-1.6775
113.0687393,34.84625381,-1.6725
113.0587667,34.83968728,-1.68
113.0707133,34.84752485,-1.655
113.0633218,34.84139776,-1.71
113.063159,34.84453937,-1.6075
113.071824,34.83794462,-1.665
113.0732518,34.83791937,-1.6925
113.0652616,34.84713095,-1.66
113.0634001,34.8395853,-1.64
113.065013,34.83933753,-1.6825
113.0738706,34.83813148,-1.73
113.0642345,34.8421586,-1.7475
113.0633493,34.83960752,-1.685
113.0713623,34.84853889,-1.745
113.0718244,34.83795099,-1.6975
113.0635437,34.83952518,-1.7525
113.0602367,34.84113418,-1.6725
113.0632459,34.83956762,-1.6825
113.0597042,34.84063488,-1.69
113.0660781,34.84845804,-1.6925
113.0593972,34.84040938,-1.85
113.0634982,34.83953155,-1.615
113.0632676,34.83956104,-1.7025
113.0631217,34.83995255,-1.76
113.0631315,34.83994305,-1.7675
113.0725115,34.83788053,-1.67
113.0602623,34.84117778,-1.6675
113.0632844,34.8395563,-1.7125
113.0652917,34.84302412,-1.7225
113.0718286,34.83798947,-1.7175
113.0602699,34.84117892,-1.6925
113.0662335,34.84839638,-1.7175
113.0725046,34.83800339,-1.7325
113.0738725,34.83815793,-1.6925
113.0732849,34.83841214,-1.715
113.060334,34.84125591,-1.6825
113.0626649,34.84427357,-1.7725
113.0600606,34.8408942,-1.725
113.0638556,34.8452287,-1.7275
113.0633476,34.84159265,-1.805
113.060938,34.84179701,-1.836666667
113.062337,34.84073608,-1.88
113.0695792,34.84534805,-1.62
113.0634451,34.83903638,-2.1825
113.0620519,34.84300339,-1.5275
113.070595,34.84920236,-1.62
113.0627211,34.84104762,-1.9375
113.0596453,34.84067197,-1.63
113.0632814,34.83981235,-1.625
113.0596469,34.84066349,-1.65
113.0693591,34.84569628,-1.843333333
113.0587755,34.83968368,-1.67
113.0679301,34.84491647,-1.695
113.0727045,34.84898158,-1.745
113.0713705,34.84853218,-1.71
113.0725079,34.83804967,-1.71
113.0738759,34.83819201,-1.685
113.0738774,34.83821146,-1.675
113.0660728,34.84845934,-1.695
113.0633759,34.83959572,-1.655
113.0650281,34.83933878,-1.65
113.0596901,34.84063498,-1.6825
113.0597102,34.84063485,-1.6975
113.0725092,34.83806363,-1.7
113.066061,34.84846192,-1.7075
113.0660385,34.84846804,-1.7225
113.0602438,34.84114338,-1.6675
113.063342,34.83961123,-1.6775
113.0660538,34.84846304,-1.71
113.0632761,34.83955856,-1.705
113.0633358,34.83961443,-1.7
113.0597333,34.84063021,-1.7075
113.0625647,34.84016918,-1.8
113.0632626,34.83968662,-1.7625
113.0602335,34.84113067,-1.6675
113.0597218,34.84063373,-1.7225
113.0632529,34.83979468,-1.7275
113.0587675,34.83962295,-1.715
113.0738702,34.8381235,-1.7325
113.0598759,34.84071888,-1.7
113.0647609,34.84634783,-1.74
113.0749935,34.83803701,-1.7275
113.0600564,34.84088296,-1.77
113.0602771,34.84118117,-1.74
113.0637746,34.83956466,-1.7725
113.0702043,34.83824364,-1.985
113.0642683,34.84214306,-1.9
113.0642626,34.84214618,-1.9
113.0688334,34.84600171,-1.6275
113.0576249,34.82923492,-1.4325
113.0719844,34.85002549,-1.5975
113.0620968,34.84060693,-1.59
113.0720601,34.85007474,-1.615
113.0634427,34.83903554,-1.97
113.0655974,34.84760364,-1.6375
113.0732523,34.83792685,-1.6925
113.0587936,34.83967548,-1.6875
113.0649474,34.83927116,-1.655
113.0707044,34.84753221,-1.6575
113.0596463,34.84066715,-1.6575
113.0684826,34.84649322,-1.695
113.0687335,34.84625966,-1.705
113.0706964,34.84754002,-1.67
113.0725069,34.83803224,-1.725
113.0633817,34.83959314,-1.655
113.0629409,34.84118683,-1.68
113.0597161,34.84063461,-1.705
113.0625808,34.84015761,-1.7275
113.0654147,34.84325846,-1.775
113.0652641,34.84712246,-1.695
113.0738777,34.83825601,-1.6825
113.0732807,34.83841717,-1.67
113.0652875,34.84302615,-1.72
113.0725073,34.83804003,-1.745
113.062936,34.84116769,-1.695
113.063949,34.84172874,-1.8775
113.0725084,34.83805518,-1.7325
113.0631412,34.83993437,-1.7825
113.0738648,34.83804802,-1.755
113.0738696,34.8381152,-1.76
113.0632578,34.83969427,-1.755
113.0725031,34.8379825,-1.7625
113.0602734,34.84117786,-1.7075
113.0623864,34.83986846,-1.7575
113.0732898,34.83840615,-1.7525
113.0598983,34.84077488,-1.7525
113.0584403,34.84000533,-1.865
113.0609488,34.84179505,-1.86
113.0707481,34.83821289,-1.7925
113.0695124,34.84549377,-1.385
113.0623649,34.8406224,-1.5925
113.0643172,34.84211839,-1.7425
113.0652778,34.84303244,-1.6625
113.0627233,34.84103274,-1.72
113.0626136,34.84370263,-1.5575
113.0655941,34.8475833,-1.6675
113.0654083,34.84321928,-1.675
113.0679152,34.84494625,-1.6425
113.068366,34.84667345,-1.7025
113.0601221,34.84098046,-1.645
113.0661461,34.84422437,-1.7575
113.0605864,34.84132187,-1.65
113.0620233,34.84331372,-1.7
113.0718266,34.83797404,-1.7175
113.0679271,34.84492481,-1.7475
113.066066,34.84846101,-1.7
113.0632715,34.83982089,-1.685
113.0690517,34.84713307,-1.7625
113.0725221,34.83766586,-1.68
113.0652832,34.8430288,-1.7025
113.0633566,34.83960416,-1.6675
113.0732528,34.83793467,-1.7475
113.0660262,34.84847222,-1.71
113.0630118,34.83963816,-1.725
113.0595217,34.84030981,-1.68
113.0642395,34.84215597,-1.725
113.0679245,34.84492944,-1.7525
113.0725098,34.83807894,-1.7175
113.0725096,34.83806983,-1.74
113.0732531,34.8379441,-1.7825
113.0639482,34.84173022,-1.8775
113.0652695,34.84710128,-1.725
113.0703787,34.84946248,-1.7575
113.0623776,34.83987491,-1.7375
113.0584607,34.83995129,-1.52
113.0598945,34.84077651,-2.5525
113.0632674,34.83967906,-1.765
113.0719405,34.84995981,-1.73
113.0602676,34.84117234,-1.715
113.0635258,34.83952353,-1.6975
113.0623356,34.84075216,-1.83
113.0602847,34.84118786,-1.75
113.0608027,34.84166059,-1.77
113.0692653,34.8382609,-2.015
113.0732872,34.83840966,-1.735
113.0608028,34.84166522,-1.78
113.0623814,34.84080378,-1.816666667
113.0718677,34.8499988,-1.6275
113.0596478,34.84065425,-1.665
113.0719951,34.84993064,-1.7125
113.0605156,34.84142658,-1.7075
113.0588048,34.83966931,-1.7025
113.0704338,34.84930212,-1.6925
113.0624397,34.84072669,-1.5475
113.0630284,34.84101281,-1.6875
113.0683752,34.84666463,-1.705
113.0624182,34.84075893,-1.7275
113.0717712,34.83761496,-1.6825
113.0679177,34.84494183,-1.6725
113.0678747,34.844983,-1.725
113.0623581,34.84030477,-1.6925
113.0679192,34.84493771,-1.6925
113.0738711,34.83814135,-1.745
113.0719625,34.84999859,-1.73
113.0629606,34.84104205,-1.7775
113.0678596,34.84499726,-1.755
113.0738717,34.83814964,-1.735
113.0583554,34.84016151,-1.696666667
113.0596955,34.84063488,-1.6875
113.0633296,34.83961749,-1.715
113.0633036,34.83955111,-1.74
113.074976,34.83799495,-1.7425
113.0657754,34.84360956,-1.805
113.0725027,34.83797445,-1.775
113.0623186,34.84033285,-1.72
113.06624,34.84839403,-1.76
113.0660331,34.84811155,-1.71
113.0635133,34.83951369,-1.6975
113.0602816,34.84118521,-1.73
113.0662467,34.84839145,-1.775
113.0633122,34.83954848,-1.79
113.0626821,34.84428306,-1.7925
113.0623104,34.84033883,-1.7125
113.0623326,34.84032284,-1.7475
113.0749838,34.8380132,-1.7775
113.060264,34.84116851,-1.735
113.0629064,34.84095433,-1.74
113.0732534,34.8379603,-1.83
113.0643065,34.84212277,-1.9875
113.0603398,34.84124382,-1.765
113.0725621,34.8488692,-1.8175
113.073291,34.83840315,-1.7675
113.0632738,34.84145657,-1.8425
113.0598968,34.84077546,-1.7825
113.0576291,34.82923195,-1.525
113.0633286,34.84138975,-1.625
113.0623598,34.84062468,-1.663333333
113.0652721,34.84303609,-1.63
113.0620502,34.84299876,-1.5475
113.07198,34.85002128,-1.67
113.0630757,34.84100248,-1.8975
113.0623277,34.84365316,-1.6175
113.0636849,34.841653,-1.6775
113.0681054,34.84494027,-1.695
113.0719801,34.85033559,-1.7525
113.0628075,34.84097981,-1.76
113.0655925,34.84757432,-1.7025
113.072695,34.84898498,-1.7375
113.0725677,34.84886093,-1.74
113.0738738,34.83817587,-1.73
113.0700143,34.84822764,-1.7575
113.0676035,34.8452298,-1.73
113.0679212,34.84493382,-1.7325
113.0704231,34.849309,-1.76
113.0670061,34.84454165,-1.7625
113.0642298,34.84216014,-1.765
113.0620158,34.84332108,-1.705
113.0681515,34.84496583,-1.8625
113.0725065,34.83802051,-1.725
113.0633143,34.84140652,-1.84
113.062894,34.84414723,-1.7275
113.0597422,34.84062607,-1.7275
113.0630208,34.83963538,-1.7275
113.0654135,34.84326288,-1.8
113.0601217,34.84097174,-1.655
113.0652664,34.84711405,-1.72
113.0683821,34.84665819,-1.73
113.0725583,34.83850708,-1.605
113.0678664,34.8449906,-1.7475
113.068027,34.84489749,-1.6925
113.0631744,34.83989571,-1.75
113.063284,34.83965274,-1.78
113.0725468,34.83850789,-1.62
113.0626752,34.84428041,-1.7975
113.0603394,34.84124522,-1.7375
113.059526,34.84030487,-1.7325
113.0632734,34.83966967,-1.79
113.0603368,34.84125049,-1.7125
113.0703615,34.84945246,-1.78
113.0602705,34.84117509,-1.7275
113.0603389,34.84124723,-1.7475
113.0686087,34.84637048,-1.765
113.0749808,34.83800596,-1.8375
113.0635305,34.83952031,-1.72
113.0600517,34.84086921,-1.815
113.0719711,34.85035596,-1.9
113.0712914,34.85087343,-1.9325
113.0592636,34.84043944,-1.9325
113.0623707,34.84081555,-1.7975
113.0596441,34.84067701,-1.6225
113.0629208,34.84100613,-1.705
113.0738772,34.83820173,-1.68
113.0694799,34.84668607,-1.6675
113.0683588,34.8466804,-1.715
113.0648255,34.84267686,-1.7725
113.0680563,34.84490781,-1.64
113.0623545,34.84062562,-1.6825
113.0604624,34.84124961,-1.74
113.0632927,34.84142806,-1.73
113.0654076,34.84321518,-1.71
113.0655909,34.84756299,-1.7125
113.0718298,34.83799569,-1.74
113.0587646,34.83962559,-1.6875
113.0625738,34.84016275,-1.765
113.0707239,34.84751559,-1.705
113.0718331,34.8380039,-1.7425
113.0726858,34.84898861,-1.8225
113.0660079,34.8484774,-1.74
113.0659948,34.84848068,-1.76
113.0631436,34.83991982,-1.725
113.0631506,34.83992596,-1.825
113.0700239,34.84816164,-1.76
113.0738665,34.83806022,-1.7975
113.0605166,34.8412585,-1.7575
113.0665857,34.84894594,-1.78
113.06267,34.84427744,-1.78
113.0675562,34.84526705,-1.8325
113.0633206,34.8395458,-1.79
113.0603393,34.84124556,-1.7475
113.0603396,34.84124478,-1.75
113.0707533,34.83824083,-1.88
113.0632474,34.83980416,-1.7775
113.060275,34.8411799,-1.75
113.0662534,34.84838843,-1.81
113.0608083,34.84168173,-1.7875
113.0602804,34.84118137,-1.7725
113.0638636,34.84522879,-1.78
113.0623629,34.84062422,-1.6425
113.0620477,34.84299187,-1.575
113.0684651,34.8465186,-1.7475
113.0675822,34.84524627,-1.68
113.0643056,34.8457799,-1.6725
113.0684758,34.84650261,-1.715
113.0629679,34.84103809,-1.7625
113.0680527,34.8449057,-1.65
113.060123,34.84096216,-1.69
113.0690162,34.84720868,-1.8025
113.0649434,34.83926484,-1.7025
113.059738,34.8406281,-1.7175
113.0587698,34.83962021,-1.7275
113.0684422,34.84656314,-1.7875
113.0704125,34.84931609,-1.7875
113.0597283,34.84063202,-1.7175
113.073869,34.83809666,-1.735
113.0749909,34.83802976,-1.76
113.0678524,34.84500415,-1.8025
113.060509,34.84125298,-1.755
113.0652731,34.84708425,-1.77
113.0657761,34.84361272,-1.83
113.0623255,34.840328,-1.735
113.0665887,34.84893896,-1.775
113.066593,34.84892887,-1.775
113.0623949,34.83986222,-1.7775
113.0628653,34.83950043,-1.7875
113.0631883,34.8398848,-1.7875
113.0624321,34.83983215,-1.8075
113.0623398,34.84031774,-1.7675
113.07251,34.83809113,-1.7775
113.0602885,34.84119088,-1.77
113.0603391,34.84124669,-1.7575
113.0630479,34.8410078,-2.0275
113.0603397,34.84124119,-1.7725
113.0608033,34.84166966,-1.785
113.0738747,34.83818377,-1.79
113.0608019,34.84165187,-1.7975
113.0584467,34.83934127,-1.8075
113.0608023,34.84165618,-1.7925
113.0608107,34.84168607,-1.8075
113.0603476,34.84123303,-1.8125
113.0692652,34.8382625,-2.0325
113.0725127,34.83812625,-1.8475
113.0624444,34.83982023,-1.875
113.067593,34.84523793,-1.72
113.0683493,34.84668791,-1.75
113.0631601,34.83990666,-1.7025
113.0620293,34.84330757,-1.725
113.0660137,34.84847562,-1.7325
113.0635507,34.83951914,-1.8225
113.0658647,34.83853906,-1.58
113.0595305,34.84030011,-1.7475
113.0660016,34.84847883,-1.75
113.0642222,34.84216038,-1.845
113.062349,34.8403113,-1.7525
113.0587727,34.83961589,-1.76
113.062035,34.84330127,-1.77
113.0738672,34.83806818,-1.735
113.0657739,34.8436071,-1.81
113.0711827,34.85065186,-1.8825
113.0654102,34.84326628,-1.865
113.0749869,34.83802048,-1.7625
113.0738599,34.83801149,-1.805
113.0725536,34.83850785,-1.6075
113.0605616,34.84129791,-1.7325
113.0597474,34.8406233,-1.76
113.0605313,34.84127033,-1.785
113.0624216,34.83984114,-1.77
113.0624136,34.83984779,-1.7725
113.0665991,34.84891374,-1.785
113.0718412,34.83802391,-1.78
113.0665766,34.8489685,-1.7875
113.0628421,34.83951898,-1.7825
113.0628508,34.83951226,-1.785
113.07251,34.83810771,-1.795
113.0665793,34.8489617,-1.7875
113.0627993,34.84100119,-1.9075
113.0631299,34.83993105,-1.7325
113.0624053,34.83985432,-1.79
113.0738565,34.83799386,-1.79
113.0628765,34.83968081,-1.8
113.0628728,34.83949399,-1.795
113.0626995,34.83960702,-1.8075
113.0738477,34.83782437,-1.825
113.0603381,34.84124829,-1.75
113.0598999,34.84077427,-1.7575
113.062859,34.83950565,-1.795
113.0712222,34.85091135,-1.895
113.0604091,34.84117875,-1.8025
113.060801,34.84164612,-1.8125
113.0629211,34.83966692,-1.84
113.0749511,34.83792989,-1.84
113.06034,34.84124267,-1.7925
113.0602963,34.84119622,-1.78
113.0738514,34.83792425,-1.8575
113.0712856,34.850875,-1.9125
113.0719695,34.85036124,-1.91
113.0648692,34.84260074,-1.9475
113.0585016,34.83990242,-1.9525
113.0606359,34.84136792,-2.01
113.0623767,34.83760381,-1.925
113.0648225,34.84261987,-1.7475
113.0643078,34.84578669,-1.6875
113.0634408,34.8390348,-2.31
113.06233,34.84364805,-1.66
113.0684704,34.84651058,-1.745
113.068101,34.84493744,-1.74
113.06559,34.84755419,-1.7175
113.0687288,34.84626468,-1.7625
113.0683419,34.84669414,-1.775
113.0676265,34.8452118,-1.7575
113.0719601,34.84998558,-1.685
113.0632456,34.83984184,-1.7575
113.0605705,34.84130615,-1.7075
113.0623321,34.84364371,-1.6975
113.0690116,34.84721883,-1.825
113.0601239,34.84095548,-1.7225
113.063563,34.84152637,-1.77
113.0629013,34.84413769,-1.77
113.062042,34.84329364,-1.7775
113.0718354,34.83800995,-1.7625
113.0630006,34.83964175,-1.7825
113.0648188,34.8426855,-1.91
113.0604822,34.84123484,-1.7575
113.0718436,34.83803177,-1.785
113.0701925,34.83818487,-1.795
113.063585,34.84154698,-1.7425
113.0652715,34.84709301,-1.76
113.0654061,34.84320631,-1.76
113.0665959,34.84892223,-1.785
113.0659812,34.84848575,-1.7875
113.0629915,34.83964467,-1.795
113.0605248,34.84126494,-1.775
113.0665683,34.84898976,-1.7925
113.0632793,34.83966029,-1.8025
113.0613569,34.8424227,-1.755
113.0654062,34.843269,-1.8925
113.0599017,34.84077371,-1.77
113.0665829,34.84895295,-1.7825
113.0626884,34.84428475,-1.785
113.0628334,34.83952556,-1.785
113.0665739,34.84897512,-1.8
113.0665586,34.84901749,-1.81
113.0738578,34.83800171,-1.815
113.0603393,34.84124626,-1.76
113.0665633,34.84900369,-1.8075
113.0603385,34.84124788,-1.7525
113.0603398,34.84124421,-1.765
113.0603438,34.84123752,-1.785
113.0647742,34.84634526,-1.7925
113.060537,34.84142441,-1.8025
113.0597513,34.84062117,-1.7775
113.0738546,34.83797771,-1.795
113.0718513,34.83806202,-1.8225
113.0718532,34.83807023,-1.8375
113.0603423,34.84123847,-1.795
113.0599045,34.84077264,-1.795
113.073253,34.83801791,-1.81
113.0635349,34.83951702,-1.7475
113.0603397,34.84124177,-1.785
113.0738475,34.83781423,-1.865
113.0603433,34.84123757,-1.815
113.0749672,34.83797302,-1.845
113.0701949,34.83818997,-1.87
113.0603409,34.84123956,-1.775
113.0603399,34.84124221,-1.79
113.0608054,34.84167621,-1.7975
113.0603445,34.84123692,-1.81
113.0652337,34.84305458,-1.895
113.0603398,34.84124061,-1.7775
113.0602859,34.84118319,-1.79
113.0603402,34.84124022,-1.795
113.0712166,34.85091496,-1.8975
113.0640894,34.84217311,-1.9775
113.0603417,34.84123889,-1.81
113.0603007,34.84119885,-1.7925
113.0720907,34.84987728,-1.865
113.0642521,34.84215178,-1.805
113.0623386,34.84071825,-1.92
113.0643791,34.84210302,-1.695
113.0720088,34.84990928,-1.9675
113.0608134,34.84169049,-1.8525
113.0634925,34.84145657,-1.9925
113.0642733,34.84214019,-1.9325
113.0702011,34.83822818,-1.966666667
113.0694293,34.84562992,-1.6675
113.0643016,34.84577128,-1.73
113.0625895,34.84095747,-1.8375
113.0680968,34.84493476,-1.755
113.0705894,34.84764094,-1.795
