经度,纬度,水深
113.0584153,34.84043371,-0.6425
113.0584148,34.84043544,-0.64
113.063945,34.84013857,-0.6525
113.0639165,34.84016125,-0.6325
113.0640188,34.84007749,-0.65
113.0642053,34.83987821,-0.645
113.063783,34.84026137,-0.72
113.0601303,34.84126743,-0.615
113.0601316,34.84127192,-0.61
113.0637934,34.84025368,-0.6325
113.058413,34.84044006,-0.635
113.0584115,34.84044846,-0.6375
113.0584099,34.84044479,-0.6375
113.0584127,34.84044102,-0.64
113.0584155,34.8404265,-0.6425
113.0640221,34.84007442,-0.625
113.0584099,34.8404433,-0.6375
113.0584118,34.84044942,-0.6375
113.0640284,34.84006843,-0.636666667
113.0640085,34.84008659,-0.64
113.0584117,34.84044623,-0.6425
113.0584105,34.84044298,-0.6375
113.0584113,34.8404458,-0.6425
113.0584122,34.84044178,-0.6425
113.0608934,34.84200955,-0.67
113.0584106,34.84044527,-0.64
113.0584158,34.84042971,-0.64
113.0584096,34.84044367,-0.6425
113.0584099,34.84040794,-0.6475
113.0584043,34.84039256,-0.6475
113.0583989,34.84036183,-0.6525
113.0642111,34.83987427,-0.6375
113.0640031,34.84009113,-0.6375
113.064033,34.84006404,-0.645
113.058413,34.84041468,-0.6475
113.0597823,34.84085705,-0.645
113.0584018,34.84038174,-0.65
113.0584113,34.84044256,-0.6425
113.0584125,34.840452,-0.645
113.0584059,34.84039873,-0.6525
113.058401,34.84037757,-0.6525
113.0601292,34.84126183,-0.645
113.0608892,34.84200731,-0.665
113.0609101,34.842016,-0.665
113.0601289,34.84125966,-0.655
113.0584036,34.8403893,-0.6525
113.0641995,34.83988212,-0.635
113.0601297,34.84126443,-0.6325
113.0584114,34.84041085,-0.655
113.0640359,34.84006116,-0.65
113.0584029,34.84038599,-0.6525
113.0583986,34.84035828,-0.6575
113.0583989,34.84031217,-0.6575
113.064217,34.83987043,-0.6625
113.0642246,34.83986556,-0.68
113.060884,34.84200424,-0.66
113.0608753,34.84199704,-0.6625
113.060898,34.84201159,-0.6725
113.0638709,34.84019572,-0.6925
113.0609048,34.84201408,-0.675
113.0608793,34.84200077,-0.675
113.0638951,34.84017739,-0.6725
113.0608647,34.84197098,-0.6775
113.0608721,34.84199311,-0.685
113.0727154,34.84861518,-0.6925
113.0601284,34.84125784,-0.6675
113.0601781,34.8413419,-0.5525
113.0583969,34.84032845,-0.6575
113.0584083,34.84040483,-0.655
113.0584003,34.84037331,-0.6575
113.0583993,34.84036538,-0.6575
113.0584051,34.84039564,-0.65
113.058407,34.84040175,-0.6575
113.0583998,34.84036996,-0.66
113.0583983,34.84031593,-0.66
113.0583972,34.84032476,-0.665
113.0583968,34.84034744,-0.6675
113.0638506,34.84021087,-0.685
113.0608702,34.84199011,-0.675
113.0583966,34.84034495,-0.6775
113.0608688,34.84198699,-0.67
113.0584007,34.84030315,-0.6675
113.0608654,34.84197464,-0.6825
113.0608645,34.84196151,-0.6825
113.0608643,34.8419656,-0.6775
113.0608674,34.8419828,-0.68
113.0638609,34.84020327,-0.685
113.0608661,34.84197818,-0.6775
113.0727143,34.84861665,-0.6975
113.0601801,34.84134217,-0.5675
113.0583998,34.84030704,-0.6625
113.0583978,34.84031979,-0.665
113.0583963,34.84033685,-0.67
113.0584021,34.84029785,-0.6725
113.0584041,34.84028965,-0.67
113.0620875,34.84313556,-0.6625
113.0583962,34.8403403,-0.675
113.0601833,34.84134227,-0.595
113.0638879,34.84018278,-0.6675
113.060864,34.84195541,-0.6825
113.0601254,34.84125388,-0.655
113.0601882,34.84134273,-0.6275
113.0638273,34.84022854,-0.72
113.0583981,34.84035469,-0.6675
113.0584056,34.84028421,-0.675
113.0584074,34.84027893,-0.6875
113.0597855,34.84085175,-0.675
113.0584111,34.84026984,-0.6875
113.0601894,34.84134275,-0.6325
113.060126,34.84125432,-0.665
113.0601282,34.84125645,-0.67
113.0638429,34.8402167,-0.72
113.0584031,34.84029373,-0.6775
113.0584096,34.84027375,-0.685
113.0584129,34.84026446,-0.685
113.0584143,34.84026038,-0.685
113.0583974,34.84035108,-0.6725
113.0584189,34.84024747,-0.7025
113.060864,34.84194558,-0.705
113.0727751,34.84860764,-0.7175
113.0727326,34.84860295,-0.72
113.0727664,34.8486061,-0.72
113.0608694,34.84190481,-0.72
113.0601816,34.84134228,-0.57
113.0584173,34.84025128,-0.695
113.0583965,34.84033214,-0.69
113.0638013,34.84024788,-0.6825
113.0608639,34.84195052,-0.7075
113.0728223,34.8486226,-0.71
113.0727251,34.8486056,-0.7175
113.0727394,34.84860254,-0.7175
113.0728086,34.84861695,-0.7225
113.0608726,34.84188916,-0.71
113.0608716,34.84189303,-0.7175
113.06087,34.8419009,-0.72
113.0727632,34.84860546,-0.7225
113.0608752,34.84188172,-0.7275
113.0608766,34.84187826,-0.7275
113.0584156,34.84025637,-0.6825
113.0639119,34.84016481,-0.665
113.0639023,34.84017198,-0.665
113.0597899,34.84084481,-0.7025
113.0601921,34.84134275,-0.66
113.0727434,34.84860255,-0.7175
113.0727232,34.84860703,-0.72
113.0608647,34.84193338,-0.7225
113.0727812,34.84860919,-0.7225
113.0728003,34.8486149,-0.725
113.0728148,34.84861972,-0.72
113.0602029,34.84134304,-0.7
113.0727516,34.84860369,-0.7225
113.0728241,34.84862373,-0.7225
113.0728059,34.84861627,-0.7175
113.0608653,34.84192814,-0.725
113.0727473,34.84860289,-0.725
113.0608673,34.84191584,-0.7275
113.0727127,34.84861902,-0.73
113.072817,34.84862043,-0.7325
113.0608643,34.84193862,-0.7225
113.0727949,34.84861306,-0.725
113.0728126,34.84861899,-0.725
113.072819,34.84862112,-0.725
113.0727922,34.84861219,-0.73
113.0727975,34.84861398,-0.725
113.0727218,34.84860882,-0.7275
113.0727894,34.84861121,-0.7275
113.0727274,34.84860459,-0.735
113.072769,34.84860657,-0.73
113.0728204,34.84862168,-0.73
113.0638167,34.84023642,-0.735
113.060128,34.84125531,-0.69
113.0728103,34.84861793,-0.725
113.0727355,34.84860258,-0.7275
113.0608681,34.84191231,-0.73
113.0727861,34.84861026,-0.73
113.060866,34.84192293,-0.735
113.0601275,34.84125477,-0.695
113.0608804,34.84186953,-0.735
113.0727177,34.84861268,-0.74
113.072778,34.84860853,-0.7375
113.0727299,34.8486037,-0.74
113.0601295,34.8412544,-0.7125
113.0601281,34.84125433,-0.7125
113.0602051,34.84134347,-0.735
113.0584202,34.84024361,-0.7075
113.0584219,34.84023841,-0.715
113.0584246,34.84022531,-0.7275
113.0727114,34.84862212,-0.7275
113.072771,34.84860689,-0.725
113.0727593,34.84860497,-0.7275
113.0608846,34.84186065,-0.735
113.0601992,34.84134271,-0.7025
113.0727051,34.84863657,-0.7475
113.0728022,34.84861545,-0.7375
113.0602013,34.84134283,-0.71
113.0608829,34.84186418,-0.7425
113.0727202,34.84861053,-0.755
113.0602101,34.8413441,-0.77
113.0602079,34.84134379,-0.755
113.0748738,34.83839604,-0.805
113.0727555,34.84860465,-0.735
113.063809,34.84024212,-0.7225
113.0727101,34.84862598,-0.7475
113.0621057,34.84313254,-0.735
113.0602128,34.84134446,-0.755
113.060552,34.84169793,-0.76
113.0601969,34.84134261,-0.72
113.0608889,34.84185184,-0.75
113.072703,34.84863988,-0.7625
113.0601937,34.84134261,-0.6875
113.0608917,34.84184625,-0.755
113.0602416,34.84134239,-0.7875
113.0602458,34.84134132,-0.7775
113.0597207,34.84095242,-0.7925
113.0601859,34.84134261,-0.656666667
113.0584229,34.84023321,-0.73
113.0584237,34.84022922,-0.735
113.0606085,34.84173391,-0.745
113.0601253,34.84125271,-0.6925
113.0727082,34.84863038,-0.76
113.0597165,34.84094986,-0.77
113.0602439,34.84134194,-0.7825
113.060218,34.84134487,-0.7725
113.0602145,34.8413446,-0.7725
113.060224,34.8413448,-0.785
113.0602483,34.84134053,-0.7775
113.0602511,34.84133902,-0.785
113.0748717,34.83839928,-0.8025
113.0605813,34.8417213,-0.77
113.060622,34.84173793,-0.7425
113.0584258,34.84022026,-0.74
113.060532,34.84167816,-0.7575
113.0605453,34.84169131,-0.7575
113.0606324,34.84173998,-0.765
113.0601952,34.84134256,-0.6975
113.0605201,34.84166612,-0.7525
113.0642304,34.83986211,-0.775
113.0601282,34.84125379,-0.7175
113.0584277,34.84021171,-0.755
113.060515,34.84166053,-0.7575
113.0583048,34.84046407,-0.76
113.0597176,34.84095195,-0.765
113.059797,34.84083433,-0.7625
113.0597172,34.84095098,-0.7775
113.0602366,34.8413439,-0.7875
113.0597182,34.84095242,-0.78
113.0597157,34.84094851,-0.7775
113.0602208,34.84134485,-0.78
113.0597146,34.84094017,-0.7825
113.0602262,34.8413448,-0.7875
113.060233,34.84134414,-0.7925
113.0602388,34.84134349,-0.8
113.0596976,34.84093205,-0.785
113.0602282,34.84134457,-0.79
113.0597147,34.84094653,-0.7775
113.0606394,34.84174102,-0.7575
113.0605388,34.84168474,-0.7625
113.0584266,34.8402166,-0.7575
113.0605749,34.84171704,-0.7625
113.0584287,34.84020802,-0.7625
113.060601,34.84173129,-0.7625
113.0605267,34.8416729,-0.76
113.0726985,34.84864631,-0.775
113.0597198,34.84095262,-0.775
113.0608936,34.84184236,-0.7775
113.0597054,34.84093922,-0.785
113.0608973,34.84183408,-0.795
113.0597145,34.84094475,-0.785
113.0597018,34.84093603,-0.7925
113.0602308,34.8413444,-0.8075
113.0597222,34.84095093,-0.795
113.0597108,34.84094265,-0.7975
113.0597092,34.84094184,-0.7925
113.0601296,34.84125386,-0.745
113.0601292,34.84125339,-0.713333333
113.0606151,34.84173608,-0.755
113.06059,34.84172605,-0.7625
113.0605659,34.84171036,-0.765
113.0606464,34.84174192,-0.7725
113.0583281,34.84023706,-0.8075
113.0748682,34.83840372,-0.7675
113.0601289,34.84125311,-0.7375
113.0597071,34.84094054,-0.7875
113.0601286,34.84125312,-0.745
113.0597217,34.84095178,-0.795
113.0630631,34.8406844,-0.835
113.0605588,34.84170422,-0.7675
113.0606557,34.84174258,-0.7775
113.0597032,34.84093726,-0.7825
113.0584312,34.8401995,-0.79
113.0583034,34.84046419,-0.78
113.0726953,34.84865104,-0.805
113.0627321,34.84397407,-0.805
113.0597144,34.84094296,-0.7875
113.059694,34.84092865,-0.8
113.0597223,34.8409499,-0.79
113.0597152,34.84094466,-0.7975
113.0596915,34.84092679,-0.8
113.0597202,34.84094744,-0.8025
113.0597174,34.8409458,-0.805
113.0602528,34.84133793,-0.806666667
113.0627307,34.84398264,-0.825
113.0582954,34.84045758,-0.7925
113.0584298,34.84020434,-0.7825
113.0606644,34.84174282,-0.8
113.0583012,34.84046289,-0.79
113.0606765,34.84174251,-0.805
113.0596998,34.84093431,-0.795
113.0597125,34.84094342,-0.7975
113.0597214,34.8409484,-0.8075
113.0597151,34.84093806,-0.81
113.0627326,34.84395727,-0.815
113.0631169,34.8406552,-0.8125
113.0627328,34.84396717,-0.8125
113.0748761,34.83839164,-0.8825
113.0583248,34.84024196,-0.846666667
113.0582976,34.84046001,-0.7875
113.0584327,34.84019362,-0.8025
113.0583316,34.84023047,-0.815
113.0597136,34.84092988,-0.82
113.062726,34.84401234,-0.8425
113.0627277,34.84400189,-0.8425
113.0596983,34.84091432,-0.83
113.0628371,34.84059943,-0.88
113.0576011,34.82925951,-0.7475
113.0582929,34.84045473,-0.8
113.0597146,34.84093207,-0.8275
113.063079,34.84067591,-0.825
113.0606854,34.84174191,-0.825
113.0596961,34.84093048,-0.8075
113.0597153,34.84093532,-0.815
113.0597116,34.84092679,-0.82
113.0597101,34.84092483,-0.8225
113.0627302,34.84394184,-0.8275
113.0627293,34.84399191,-0.8375
113.0631034,34.84066238,-0.835
113.0627317,34.84394967,-0.83
113.0627236,34.84402824,-0.87
113.0584334,34.84019121,-0.8125
113.0584347,34.84018645,-0.8225
113.0726919,34.84865628,-0.825
113.0596954,34.84091181,-0.8375
113.0609016,34.84182548,-0.825
113.0729686,34.84890114,-0.8475
113.0602541,34.84133706,-0.8275
113.0602557,34.84133602,-0.8225
113.0628459,34.84064653,-0.8425
113.0634647,34.83899787,-0.8425
113.0634647,34.83899787,-0.8425
113.0613034,34.84226864,-0.8975
113.0612968,34.84227024,-0.9075
113.0592317,34.8404407,-1.0025
113.0748655,34.83840665,-0.78
113.0582893,34.84044983,-0.815
113.0582835,34.84044103,-0.8375
113.0576027,34.8292583,-0.79
113.0584354,34.84018298,-0.8325
113.0597009,34.84091643,-0.8375
113.059704,34.84091928,-0.8325
113.072952,34.84890871,-0.8575
113.0631672,34.8406291,-0.8525
113.0729803,34.84889299,-0.855
113.059802,34.84082694,-0.8475
113.0729575,34.8489064,-0.8575
113.0726795,34.84867788,-0.863333333
113.0576022,34.8292587,-0.7775
113.0748816,34.8383771,-0.81
113.0582871,34.84044641,-0.83
113.0606966,34.84174047,-0.8425
113.0597065,34.8409216,-0.835
113.0642341,34.83985995,-0.8525
113.0634686,34.83899817,-0.8275
113.0634686,34.83899817,-0.8275
113.0729846,34.84888971,-0.8625
113.0729889,34.84888672,-0.8675
113.0664934,34.84396628,-0.89
113.0628326,34.84083019,-0.92
113.0596924,34.84090949,-0.8425
113.0584363,34.84017938,-0.8425
113.0596768,34.84089837,-0.8525
113.0729745,34.84889734,-0.8525
113.0729635,34.84890369,-0.8625
113.0583194,34.84024831,-0.89
113.0634594,34.8389979,-0.8575
113.0634594,34.8389979,-0.8575
113.0729468,34.8489113,-0.8675
113.0729428,34.8489132,-0.87
113.0729378,34.84891523,-0.8725
113.0729961,34.84888164,-0.8725
113.0631421,34.84064185,-0.89
113.0630525,34.84069045,-0.9
113.0583937,34.83965953,-0.9
113.0628383,34.84071738,-0.905
113.0613092,34.8422667,-0.9175
113.0576037,34.82925747,-0.8025
113.0726858,34.84866665,-0.8425
113.0596893,34.84090749,-0.8475
113.059661,34.8408723,-0.8625
113.0596744,34.8408958,-0.8625
113.0596673,34.84088452,-0.8675
113.0596694,34.84088856,-0.8725
113.0607053,34.84173916,-0.8725
113.0748775,34.83838818,-0.8875
113.063184,34.84062061,-0.8675
113.0596564,34.84085849,-0.8825
113.0630897,34.84067009,-0.885
113.0642449,34.8398539,-0.89
113.0664956,34.84396555,-0.92
113.0583155,34.84025246,-0.91
113.0598068,34.84081941,-0.885
113.0592147,34.84044465,-0.8875
113.0631559,34.84063489,-0.89
113.0628375,34.84072559,-0.8975
113.0583915,34.83967684,-0.915
113.0583919,34.83967029,-0.91
113.0602587,34.84133333,-0.8725
113.0613258,34.84226067,-0.93
113.0613173,34.84226381,-0.9275
113.062836,34.84073597,-0.87
113.0596848,34.84090494,-0.86
113.0584375,34.84017447,-0.8625
113.0596717,34.84089226,-0.855
113.0584386,34.84016943,-0.8725
113.0596548,34.84085387,-0.88
113.0596628,34.84087589,-0.885
113.0729266,34.84891883,-0.88
113.0628272,34.8405671,-0.8925
113.0729319,34.84891726,-0.885
113.0591993,34.84044918,-0.895
113.0634509,34.83899852,-0.8725
113.0634509,34.83899852,-0.8725
113.073,34.84887851,-0.8825
113.0592176,34.84044396,-0.8825
113.063239,34.84059356,-0.9125
113.0664908,34.84396777,-0.92
113.0730039,34.8488748,-0.8775
113.0748798,34.83838169,-0.855
113.063224,34.84060055,-0.8975
113.0584451,34.84015115,-0.8975
113.0591946,34.84045432,-0.905
113.0592263,34.84044165,-0.9475
113.0637686,34.84027291,-0.905
113.0628367,34.84056055,-0.9225
113.0583951,34.8396514,-0.9075
113.0627223,34.84403924,-0.9175
113.0583911,34.83968351,-0.915
113.062878,34.84078705,-0.9175
113.0584024,34.83961072,-0.92
113.0591805,34.84051261,-0.9925
113.0628199,34.84053488,-0.926666667
113.0628752,34.84054526,-1.01
113.0604917,34.84143504,-0.73
113.0748787,34.8383848,-0.89
113.0596578,34.84086322,-0.875
113.0596657,34.84088117,-0.8775
113.0584395,34.84016482,-0.88
113.0596496,34.84083656,-0.885
113.0596477,34.84083149,-0.885
113.0592119,34.84044552,-0.88
113.0592021,34.84044788,-0.895
113.0592214,34.84044291,-0.9125
113.072918,34.84892072,-0.9
113.0584431,34.8401558,-0.8975
113.0591938,34.84046152,-0.9075
113.0591971,34.84045112,-0.9125
113.0642533,34.83984896,-0.9175
113.059183,34.84050099,-0.9075
113.0583984,34.83963048,-0.9225
113.0748937,34.83835046,-0.935
113.0632069,34.84060918,-0.925
113.0602646,34.84132885,-0.9
113.0602694,34.84132501,-0.93
113.0582813,34.84043695,-0.87
113.0596589,34.84086687,-0.885
113.0596808,34.84090215,-0.8675
113.0628397,34.84061244,-0.8875
113.0628443,34.84067697,-0.8875
113.0596512,34.84084145,-0.8875
113.0729119,34.8489219,-0.8925
113.0584417,34.84015965,-0.8975
113.0592094,34.84044626,-0.8975
113.0628404,34.84069905,-0.9025
113.0591852,34.84048882,-0.9075
113.0748847,34.83837023,-0.9
113.0583972,34.83963897,-0.9175
113.0583044,34.84026329,-0.9225
113.0730092,34.84886957,-0.915
113.0584004,34.83961965,-0.9275
113.0748872,34.83836517,-0.925
113.0584046,34.83959896,-0.93
113.058391,34.83969381,-0.925
113.0613351,34.84225748,-0.95
113.0630401,34.84069795,-0.96
113.0633109,34.84067227,-1.005
