113.0601285,34.84124827,0.79
113.0628486,34.84087343,1.02
113.0625707,34.84061985,1.186666667
113.0720525,34.85015979,1.513333333
113.0629194,34.84105575,1.756666667
113.0716616,34.85061223,2.16
113.0686763,34.84619433,2.116666667
113.0620108,34.84314429,0.275
113.0601464,34.84133773,0.425
113.060445,34.84155036,0.4875
113.0604183,34.84157605,0.495
113.0605089,34.84148196,0.5225
113.0604766,34.84148556,0.5475
113.0604813,34.84150446,0.545
113.0604784,34.84148324,0.545
113.0639841,34.84010663,0.5525
113.0640612,34.84003039,0.5875
113.0605361,34.84146349,0.5775
113.0641782,34.83990109,0.595
113.0641173,34.83996663,0.5925
113.0584114,34.8404476,0.6375
113.0584116,34.84044683,0.635
113.0637934,34.84025368,0.6325
113.058413,34.84044006,0.635
113.0584099,34.8404433,0.6375
113.0640085,34.84008659,0.64
113.0584096,34.84044367,0.6425
113.0640031,34.84009113,0.6375
113.0584125,34.840452,0.645
113.0608892,34.84200731,0.665
113.0609101,34.842016,0.665
113.0584036,34.8403893,0.6525
113.0584114,34.84041085,0.655
113.064217,34.83987043,0.6625
113.0583993,34.84036538,0.6575
113.058407,34.84040175,0.6575
113.0638609,34.84020327,0.685
113.0601254,34.84125388,0.655
113.060864,34.84194558,0.705
113.0727664,34.8486061,0.72
113.0584173,34.84025128,0.695
113.0638013,34.84024788,0.6825
113.0727812,34.84860919,0.7225
113.0727516,34.84860369,0.7225
113.0638167,34.84023642,0.735
113.0584202,34.84024361,0.7075
113.072771,34.84860689,0.725
113.0727593,34.84860497,0.7275
113.0602013,34.84134283,0.71
113.0602079,34.84134379,0.755
113.0621057,34.84313254,0.735
113.0608889,34.84185184,0.75
113.0584237,34.84022922,0.735
113.0605453,34.84169131,0.7575
113.0597172,34.84095098,0.7775
113.0597182,34.84095242,0.78
113.0602262,34.8413448,0.7875
113.0597054,34.84093922,0.785
113.0582976,34.84046001,0.7875
113.062726,34.84401234,0.8425
113.0627277,34.84400189,0.8425
113.0596983,34.84091432,0.83
113.0597153,34.84093532,0.815
113.0597101,34.84092483,0.8225
113.0597009,34.84091643,0.8375
113.0729575,34.8489064,0.8575
113.0748816,34.8383771,0.81
113.0729889,34.84888672,0.8675
113.0729468,34.8489113,0.8675
113.0613092,34.8422667,0.9175
113.0596548,34.84085387,0.88
113.0628752,34.84054526,1.01
113.0584395,34.84016482,0.88
113.0591938,34.84046152,0.9075
113.0602694,34.84132501,0.93
113.0584417,34.84015965,0.8975
113.0748827,34.83837424,0.8875
113.0591881,34.84047926,0.91
113.0628311,34.84057986,0.89
113.0582978,34.84026945,0.9475
113.0634373,34.83900122,0.945
113.063304,34.84067969,0.9675
113.0627177,34.84407064,0.9875
113.062897,34.8405331,1.0375
113.0612331,34.84256661,0.9675
