Longitude,Latitude,Elevation,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_10,Band_11,Band_12
104.263702392578,30.3078231811523,8.33,-5.1779431,-5.501339145,-5.557731649,-5.3612135,-4.858811072,-4.780910328,-4.740097803,-5.099665025,2.88884371414349,3.45885509261234,0.835202295786742
104.262351989746,30.3079051971436,9.66,-5.197459975,-5.194158507,-5.623051664,-5.409814158,-5.256749854,-4.877933598,-4.995508983,-5.115693012,3.11720002674003,3.43444751457542,0.90762779559477
104.262351989746,30.3079051971436,9.69,-5.197459975,-5.194158507,-5.623051664,-5.409814158,-5.256749854,-4.877933598,-4.995508983,-5.115693012,3.11720002674003,3.43444751457542,0.90762779559477
104.262664794922,30.3079071044922,8.47,-5.199768297,-5.383257602,-5.671780336,-5.380987706,-5.134344727,-4.745494591,-4.957018313,-5.402243993,2.97448546805294,3.41688518028816,0.870525437966895
104.261306762695,30.3078994750977,12.96,-5.468849574,-5.011038521,-5.154414601,-5.208376559,-5.060985409,-4.571689179,-4.844379636,-5.133342493,3.26140775721232,3.63233389387275,0.897882147539871
104.261306762695,30.3078994750977,12.89,-5.468849574,-5.011038521,-5.154414601,-5.208376559,-5.060985409,-4.571689179,-4.844379636,-5.133342493,3.26140775721232,3.63233389387275,0.897882147539871
104.263282775879,30.3079109191895,4.65,-5.336287413,-5.575347121,-5.590208884,-5.300508722,-4.987765043,-4.488921555,-4.556800926,-4.715277925,2.83661137144104,3.44659478486409,0.823018529447725
104.263809204102,30.3079147338867,9.12,-5.177757665,-5.20333829,-5.554592431,-5.487146475,-4.970263954,-4.766048404,-4.740097803,-5.099743367,3.11012139257021,3.46005331973309,0.89886516338717
104.262138366699,30.3079051971436,8.56,-5.258099368,-5.220457977,-5.362583293,-5.320461567,-5.229633724,-4.791423454,-4.974499715,-5.271258879,3.09696009698831,3.53782555484872,0.875385190415567
104.26318359375,30.3079109191895,4.63,-5.335401023,-5.257911529,-5.633193198,-5.357521824,-4.987883976,-4.442057003,-4.636077916,-4.7150173,3.06834966445757,3.43074723519321,0.894367743849472
104.263496398926,30.3079128265381,5.84,-5.176438734,-5.388814407,-5.513934031,-5.300508722,-4.930288071,-4.489546985,-4.78562904,-4.897442735,2.97039346881826,3.4757832872827,0.854596855818492
104.264739990234,30.307918548584,13.9,-5.313477509,-5.547801582,-5.83653792,-5.561899023,-5.194900571,-5.041793917,-5.06718299,-5.528387886,2.85591903911229,3.36148293724722,0.849600932810639
104.264114379883,30.3079147338867,10.28,-5.241998687,-5.542781706,-5.557061903,-5.712379175,-5.119556,-4.719825175,-4.907552856,-5.407863967,2.85945474233954,3.45911053669083,0.826644512226269
104.26505279541,30.3079204559326,11.91,-5.316289362,-5.272454217,-5.608271493,-5.562333143,-5.079540289,-4.888481989,-4.824643543,-5.306642581,3.05730922440345,3.43988302078338,0.888782905096348
104.263496398926,30.3079128265381,5.15,-5.176438734,-5.388814407,-5.513934031,-5.300508722,-4.930288071,-4.489546985,-4.78562904,-4.897442735,2.97039346881826,3.4757832872827,0.854596855818492
104.26432800293,30.3079166412354,14.55,-5.243810091,-5.62793008,-5.602604522,-5.454873049,-5.323160698,-4.767437827,-5.108520263,-5.5902867,2.80019956199644,3.44198057361011,0.813543104649035
104.264114379883,30.3080062866211,10.47,-5.240995184,-5.542781706,-5.557061903,-5.422291096,-5.118874098,-4.719825175,-4.8716593,-5.407224267,2.85945474233954,3.45911053669083,0.826644512226269
104.264739990234,30.3080101013184,13.84,-5.312398653,-5.469897965,-5.835052191,-5.427740282,-5.192250963,-4.923488467,-5.304785154,-5.528387886,2.9113747982705,3.36195571797161,0.865976545350528
104.261413574219,30.307991027832,13.15,-5.468600322,-4.878646254,-5.20716461,-5.1367361,-5.018649119,-4.532557596,-4.844379636,-5.133663155,3.36901096696804,3.60736830627348,0.933924867363579
104.261619567871,30.307991027832,8.44,-5.255039211,-5.275801846,-5.535500516,-5.138137352,-5.018525767,-4.598682958,-4.845045536,-5.198716831,3.05477327376833,3.46739079286014,0.881000572551138
104.261932373047,30.3079929351807,7.83,-5.25646759,-5.247285598,-5.429147526,-5.237371841,-5.153294054,-4.654146544,-4.845711879,-5.513827506,3.07644097426825,3.50985651635934,0.876514740682146
104.262969970703,30.3079986572266,7.89,-5.332534703,-5.417335795,-5.67253992,-5.353669437,-4.889587386,-4.524330384,-4.816469094,-4.964516904,2.94948528565084,3.41661574045731,0.863276853385934
104.261100769043,30.3079891204834,13.43,-5.465569436,-5.243765301,-5.388093346,-5.314398153,-4.747509866,-4.556782825,-4.700597935,-5.266554104,3.07912608377503,3.52697908868376,0.873020793815973
104.264427185059,30.3080081939697,14.5,-5.243611767,-5.361715963,-5.780984936,-5.39237571,-5.241460504,-4.850306286,-5.043683886,-5.43646374,2.9904050457431,3.37948867080154,0.884869084361761
104.26318359375,30.3080005645752,4.39,-5.334297783,-5.418883267,-5.590208884,-5.299185805,-4.770701176,-4.488921555,-4.556800926,-4.397581427,2.94835544388325,3.44659478486409,0.855440116381279
104.263496398926,30.3080024719238,5.21,-5.175500034,-5.388814407,-5.512000566,-5.221884749,-4.50476152,-4.0728807,-4.636615396,-3.853518776,2.97039346881826,3.47654109103459,0.854410573911638
104.261825561523,30.3079929351807,6.77,-5.255650333,-5.247285598,-5.429147526,-5.346877617,-5.107217015,-4.598682958,-4.845426317,-5.42666289,3.07644097426825,3.50985651635934,0.876514740682146
104.262138366699,30.3079948425293,10.35,-5.257079586,-5.309890591,-5.428757184,-5.320292618,-5.228870939,-4.743684276,-4.973955445,-5.456034713,3.02906773188863,3.5100173902188,0.862977984191645
104.262245178223,30.3079948425293,9.9,-5.196690203,-5.343549036,-5.623051664,-5.409257494,-5.256592583,-4.791803656,-4.974934685,-5.455921751,3.00389990876112,3.43444751457542,0.874638466889621
104.26318359375,30.3080005645752,4.29,-5.334297783,-5.418883267,-5.590208884,-5.299185805,-4.770701176,-4.488921555,-4.556800926,-4.397581427,2.94835544388325,3.44659478486409,0.855440116381279
104.263702392578,30.3080043792725,8.12,-5.176063758,-5.231895663,-5.513934031,-5.331336587,-4.930288071,-4.780910328,-4.770778341,-4.864728854,3.08819615197572,3.4757832872827,0.888489268958425
104.262245178223,30.3079948425293,9.87,-5.196690203,-5.343549036,-5.623051664,-5.409257494,-5.256592583,-4.791803656,-4.974934685,-5.455921751,3.00389990876112,3.43444751457542,0.874638466889621
104.26390838623,30.3080043792725,9.19,-5.177572017,-5.231895663,-5.375957565,-5.837969982,-5.030411638,-4.901138876,-4.770778341,-5.252936072,3.08819615197572,3.53211919508427,0.874318215612211
104.264221191406,30.3080062866211,11.86,-5.241998687,-5.542781706,-5.776206767,-5.39237571,-5.240843085,-4.719825175,-4.94404749,-5.435587732,2.85945474233954,3.38106905638735,0.8457250339024
104.261207580566,30.3079891204834,13.37,-5.466574652,-5.271991567,-5.205750904,-5.208376559,-4.747975514,-4.55670838,-4.843522796,-5.197774512,3.05765986028097,3.6080283456507,0.847460043923112
104.261413574219,30.307991027832,12.05,-5.468600322,-4.878646254,-5.20716461,-5.1367361,-5.018649119,-4.532557596,-4.844379636,-5.133663155,3.36901096696804,3.60736830627348,0.933924867363579
104.262344360352,30.3080863952637,9.83,-5.196501091,-5.194158507,-5.624012417,-5.40907473,-5.283011376,-4.912556567,-4.973955445,-5.455921751,3.11720002674003,3.43409594799169,0.907720714257566
104.263488769531,30.3080921173096,4.54,-5.174372797,-5.387959688,-5.219688726,-5.014882481,-4.293856457,-4.064821796,-4.414596418,-3.593364105,2.97102248897195,3.60154269364244,0.824930520528467
104.264427185059,30.3080081939697,13.85,-5.243611767,-5.361715963,-5.780984936,-5.39237571,-5.241460504,-4.850306286,-5.043683886,-5.43646374,2.9904050457431,3.37948867080154,0.884869084361761
104.261619567871,30.3080825805664,9.6,-5.284907152,-5.10816694,-5.535500516,-5.235510126,-4.978980003,-4.666835212,-4.844569112,-5.19905992,3.18421947621205,3.46739079286014,0.918333025157944
104.263702392578,30.3080940246582,7.78,-5.175125327,-5.290230163,-5.44166631,-5.125891045,-4.505051162,-4.419651559,-4.636845119,-3.853601393,3.0438669201128,3.50471664876511,0.868505852302013
104.264015197754,30.3080959320068,9.98,-5.177572017,-5.175757973,-5.515228943,-5.391830865,-5.03103465,-4.781379355,-4.724387452,-5.253027302,3.13143348690774,3.47527625615362,0.90106030602976
104.264427185059,30.3080978393555,13.49,-5.243611767,-5.327241329,-5.779298273,-5.39237571,-5.241460504,-4.902735571,-4.983133113,-5.43602564,3.01606717373428,3.38004595986629,0.892315432850976
104.265258789062,30.3081016540527,13.7,-5.316075847,-5.302120122,-5.89505906,-5.400593026,-5.080064773,-4.906366055,-4.967224793,-5.529589221,3.03490827302391,3.34323882015116,0.907774896226734
104.264846801758,30.3080997467041,15.54,-5.313477509,-5.719242886,-5.83653792,-5.396750429,-5.055119763,-4.904442223,-5.154120111,-5.695369401,2.73838840100527,3.36148293724722,0.814637007572552
104.261932373047,30.308084487915,11.04,-5.25646759,-5.279050266,-5.394742704,-5.212455377,-5.153294054,-4.638851284,-4.845711879,-5.514420582,3.05231444779887,3.52417799354315,0.866106778202234
104.264320373535,30.3080978393555,12.01,-5.242804946,-5.360881804,-5.935905003,-5.454873049,-5.241460504,-4.767067597,-4.83748335,-5.435587732,2.99102329746461,3.33093652090824,0.897952656464629
104.264633178711,30.3080997467041,13.58,-5.311533366,-4.980816414,-5.831484628,-5.306822859,-5.167233883,-4.9230531,-5.177057816,-5.437011795,3.28573443642339,3.3630929253188,0.976997814032129
104.26390838623,30.3080940246582,9.21,-5.176632253,-5.231895663,-5.514368333,-5.450813616,-5.03103465,-4.901138876,-4.694996928,-5.161986707,3.08819615197572,3.47561318888729,0.888532752105361
104.263076782227,30.3081798553467,4.69,-5.005112546,-5.198036483,-5.187368581,-5.242040998,-4.770224278,-4.52404206,-4.554821795,-4.397394835,3.11420786179925,3.61665609478171,0.861073815199788
104.261413574219,30.3081703186035,10.54,-5.388872153,-5.131780695,-5.234622117,-5.1367361,-4.957232618,-4.532484587,-4.84371211,-5.132940783,3.16568939938152,3.59464738205961,0.880667576792383
104.262451171875,30.3081760406494,9.71,-5.360313554,-5.346006605,-5.806871739,-5.504488935,-5.229022606,-4.712526827,-4.935855198,-5.295299155,3.00207067936652,3.37101415408179,0.890554160305577
104.262557983398,30.308177947998,9.7,-5.361217157,-5.346006605,-5.713242588,-5.439879325,-5.228870635,-4.599695193,-4.954989208,-5.115613799,3.00207067936652,3.40237003862433,0.88234690679922
104.264533996582,30.3081893920898,13.47,-5.342514146,-5.205653445,-5.779298273,-5.305990301,-5.191662849,-4.903161993,-4.983133113,-5.163640881,3.10833850147485,3.38004595986629,0.919614271043171
104.264533996582,30.3081893920898,13.5,-5.342514146,-5.205653445,-5.779298273,-5.305990301,-5.191662849,-4.903161993,-4.983133113,-5.163640881,3.10833850147485,3.38004595986629,0.919614271043171
104.26390838623,30.3081855773926,9.15,-4.804265125,-5.291004071,-5.514368333,-5.360511318,-5.071321104,-4.673878872,-4.55764817,-5.161573083,3.04328301114584,3.47561318888729,0.875610387506941
104.26390838623,30.3081855773926,9.22,-4.804265125,-5.291004071,-5.514368333,-5.360511318,-5.071321104,-4.673878872,-4.55764817,-5.161573083,3.04328301114584,3.47561318888729,0.875610387506941
104.264533996582,30.3081893920898,13.44,-5.342514146,-5.205653445,-5.779298273,-5.305990301,-5.191662849,-4.903161993,-4.983133113,-5.163640881,3.10833850147485,3.38004595986629,0.919614271043171
104.264533996582,30.3081893920898,13.49,-5.342514146,-5.205653445,-5.779298273,-5.305990301,-5.191662849,-4.903161993,-4.983133113,-5.163640881,3.10833850147485,3.38004595986629,0.919614271043171
104.265151977539,30.3081912994385,16.31,-5.461054674,-5.300947827,-5.645665079,-5.560822628,-5.100285759,-4.906258634,-5.089287964,-5.592462759,3.03579038643826,3.42622932301287,0.886044131969755
104.264633178711,30.3081893920898,13.23,-5.343406964,-5.02617899,-5.779298273,-5.22755805,-5.16651796,-4.902735571,-5.108144378,-5.43646374,3.24927499184185,3.38004595986629,0.961310890568597
104.261100769043,30.3081684112549,13.09,-5.386070615,-5.184721081,-5.419725408,-5.231028096,-4.730695767,-4.543199417,-4.615206722,-5.266554104,3.12449279943206,3.51375001619188,0.889218864470703
104.261726379395,30.3081722259521,10.94,-5.284700326,-5.475300796,-5.265527921,-5.209887245,-4.978507894,-4.666417184,-4.844569112,-5.342802328,2.90748880883976,3.58055286958857,0.812022309050237
104.26203918457,30.3081741333008,11.04,-5.287222745,-5.309890591,-5.426789538,-5.213060598,-5.17824241,-4.743231741,-4.897647997,-5.513827506,3.02906773188863,3.51082888805296,0.862778514269461
104.262657165527,30.308177947998,9.62,-5.362126938,-5.414259522,-5.711668001,-5.410000909,-5.133651721,-4.5996173,-5.015267098,-5.075076947,2.95173273881476,3.40291414020234,0.86741322795739
104.264846801758,30.3081912994385,15.44,-5.45804561,-5.330467123,-5.731850439,-5.336993658,-5.034907198,-4.885964247,-5.109768424,-5.695369401,3.01365639856329,3.39598243794853,0.887418134112553
104.261413574219,30.3081703186035,12.3,-5.388872153,-5.131780695,-5.234622117,-5.1367361,-4.957232618,-4.532484587,-4.84371211,-5.132940783,3.16568939938152,3.59464738205961,0.880667576792383
104.261512756348,30.3081722259521,12.89,-5.388636756,-5.131780695,-5.23510932,-5.235510126,-4.957348504,-4.623708934,-4.844188125,-5.132940783,3.16568939938152,3.59442335519796,0.880722465483528
104.264533996582,30.3082790374756,13.24,-5.342514146,-5.293728597,-5.555273288,-5.33322017,-5.167233883,-4.90262923,-4.787870429,-5.163557696,3.04122825351473,3.45979324161255,0.879020230728375
104.264839172363,30.3082809448242,15.62,-5.45804561,-5.18112041,-5.598388659,-5.423229972,-5.074834801,-4.88554528,-5.065865992,-5.695369401,3.12727933413374,3.44354587793864,0.908156721293861
104.265258789062,30.3082828521729,16.4,-5.460807303,-5.184071037,-5.602145815,-5.339056856,-5.100419927,-4.941351016,-5.156083349,-5.772935249,3.12499569595167,3.44215068555907,0.907861387086288
104.262657165527,30.3082675933838,9.38,-5.362126938,-5.484694986,-5.711668001,-5.410000909,-5.065752083,-4.5996173,-4.954989208,-5.075000515,2.90074609139723,3.40291414020234,0.852429997315402
104.261512756348,30.3082618713379,13.22,-5.387472821,-5.303198797,-5.291908676,-5.260061617,-4.956770332,-4.637391235,-4.844092916,-5.29057222,3.03409683208496,3.5687091968624,0.850194472206513
104.262245178223,30.3082656860352,11.03,-5.358275196,-5.410751131,-5.967519607,-5.406491265,-5.061885211,-4.857087461,-4.991956179,-5.512995574,2.95429815834575,3.32165398463763,0.889405751474755
104.261619567871,30.3082618713379,12.99,-5.284907152,-5.514176006,-5.23510932,-5.260061617,-4.956655175,-4.666083263,-4.84371211,-5.342702336,2.87970263377132,3.59442335519796,0.801158447183728
104.261825561523,30.3082637786865,11.77,-5.28554205,-5.308115342,-5.359088786,-5.210339855,-5.083307601,-4.639175944,-4.914825876,-5.754001828,3.03040107432778,3.539323759,0.856209061579443
104.265571594238,30.3082847595215,17.12,-5.387920101,-5.186161041,-5.608044238,-5.367755961,-5.194752437,-5.108300283,-5.181754571,-5.903131402,3.12337905940902,3.43996699241453,0.907967741055766
104.261825561523,30.3083534240723,12.75,-5.284493542,-5.13211316,-5.425214568,-5.259111113,-5.083307601,-4.666417184,-4.970588718,-5.75324444,3.16542918237536,3.51147911483393,0.901451803886087
104.264633178711,30.30837059,15.14,-5.342514146,-5.295478653,-5.598388659,-5.306656292,-5.16651796,-4.781943566,-4.982802434,-5.32714959,3.03990913904564,3.44354587793864,0.882784561843963
104.264739990234,30.30837059,15.48,-5.45554282,-5.326843951,-5.598388659,-5.394198362,-5.074834801,-4.781849157,-4.982802434,-5.589000272,3.01636428796614,3.44354587793864,0.875947176220514
104.265464782715,30.3083744049072,16.81,-5.385823272,-5.157847787,-5.645175917,-5.428686677,-5.193426973,-5.106460004,-5.229362411,-5.903309438,3.14534432578596,3.42640584432795,0.9179719124612
104.262031555176,30.3083553314209,11.67,-5.286172474,-5.307921525,-5.534845962,-5.434745475,-5.083307601,-4.857087461,-4.991956179,-5.512521945,3.0305466805439,3.46764388358247,0.873949800581311
104.26505279541,30.3083724975586,15.97,-5.458796905,-5.266962345,-5.645665079,-5.490158382,-5.099750258,-4.941351016,-5.023583739,-5.946849482,3.06147396903376,3.42622932301287,0.893540297630059
104.262138366699,30.3083553314209,11.18,-5.287222745,-5.307921525,-5.801396058,-5.434745475,-5.061756261,-4.967075123,-5.010738687,-5.511929763,3.0305466805439,3.37279442363302,0.898526948250683
104.262344360352,30.3083572387695,11.02,-5.358275196,-5.597325471,-5.855680936,-5.470282307,-5.062399411,-4.774445047,-5.012660116,-5.483073366,2.82132057438939,3.35543408259706,0.840821337847806
104.262657165527,30.3083591461182,8.47,-5.360993634,-5.31148289,-5.711668001,-5.439688626,-5.065105962,-4.774818516,-4.863759508,-5.054705259,3.02787230046419,3.40291414020234,0.889788039225742
104.264739990234,30.30837059,15.46,-5.45554282,-5.326843951,-5.598388659,-5.394198362,-5.074834801,-4.781849157,-4.982802434,-5.589000272,3.01636428796614,3.44354587793864,0.875947176220514
104.262763977051,30.3083591461182,7.93,-5.36077026,-5.249521628,-5.709047689,-5.292431788,-5.021976367,-4.714279844,-4.8137887,-5.054630805,3.0747366051734,3.4038208375871,0.903319167454482
104.264320373535,30.3083686828613,10.82,-5.339626909,-5.292174756,-6.055108366,-5.452554522,-4.806240784,-4.703751627,-4.624186363,-5.140749279,3.0423999457247,3.29700367813509,0.922777237374995
104.264945983887,30.30837059,16.01,-5.457793192,-5.266962345,-5.484433452,-5.490158382,-5.097879748,-4.904335071,-4.983570427,-5.946849482,3.06147396903376,3.48744287486323,0.877856377548212
104.265365600586,30.3083744049072,16.44,-5.386052517,-5.128998737,-5.645175917,-5.429441074,-5.193426973,-5.106328251,-5.178932665,-5.903309438,3.16786754053079,3.42640584432795,0.924545335391271
104.262344360352,30.3083572387695,11.09,-5.358275196,-5.597325471,-5.855680936,-5.470282307,-5.062399411,-4.774445047,-5.012660116,-5.483073366,2.82132057438939,3.35543408259706,0.840821337847806
104.265464782715,30.3083744049072,17.58,-5.385823272,-5.157847787,-5.645175917,-5.428686677,-5.193426973,-5.106460004,-5.229362411,-5.903309438,3.14534432578596,3.42640584432795,0.9179719124612
104.261100769043,30.308349609375,12.73,-5.383750104,-5.4322747,-5.319886618,-5.157235799,-4.897750301,-4.542832184,-4.628660121,-5.393402633,2.93859782677521,3.55633631147364,0.826299193722076
104.264739990234,30.30837059,15.39,-5.45554282,-5.326843951,-5.598388659,-5.394198362,-5.074834801,-4.781849157,-4.982802434,-5.589000272,3.01636428796614,3.44354587793864,0.875947176220514
104.262344360352,30.3083572387695,11.06,-5.358275196,-5.597325471,-5.855680936,-5.470282307,-5.062399411,-4.774445047,-5.012660116,-5.483073366,2.82132057438939,3.35543408259706,0.840821337847806
104.264320373535,30.3083686828613,10.11,-5.339626909,-5.292174756,-6.055108366,-5.452554522,-4.806240784,-4.703751627,-4.624186363,-5.140749279,3.0423999457247,3.29700367813509,0.922777237374995
104.264945983887,30.3084621429443,15.94,-5.456544221,-5.266962345,-5.830015258,-5.423982374,-5.09734561,-4.884707564,-4.872146316,-5.993524354,3.06147396903376,3.36356211015524,0.910188029467504
104.262344360352,30.3084468841553,11.1,-5.357146444,-5.63999329,-5.802261731,-5.501237148,-5.176360197,-4.966961514,-5.09488288,-5.268667768,2.79192966207564,3.37251253540149,0.827848564762492
104.262550354004,30.3084487915039,8.84,-5.35895389,-5.642204447,-5.802261731,-5.469891331,-5.176938182,-4.774818516,-4.97297501,-5.054038806,2.79041721497471,3.37251253540149,0.827400101759005
104.264633178711,30.3084602355957,12.18,-5.341403035,-5.326843951,-5.517174693,-5.302833356,-5.21354222,-4.76669597,-4.982802434,-5.32714959,3.01636428796614,3.47451513647464,0.868139630851241
104.265357971191,30.308464050293,16.31,-5.384891077,-5.128998737,-5.73320017,-5.489558601,-5.193426973,-4.980137148,-5.178932665,-5.900668762,3.16786754053079,3.39552214258259,0.932954463999271
104.262344360352,30.3084468841553,11.08,-5.357146444,-5.63999329,-5.802261731,-5.501237148,-5.176360197,-4.966961514,-5.09488288,-5.268667768,2.79192966207564,3.37251253540149,0.827848564762492
104.264739990234,30.3084602355957,13.18,-5.454296818,-5.359023074,-5.596986559,-5.423229972,-5.075356673,-4.766602935,-4.982802434,-5.588360044,2.99240140902243,3.44406738234296,0.868856812838179
104.261405944824,30.3084411621094,13.22,-5.385383381,-5.156130851,-5.321831353,-5.231183705,-4.956655175,-4.75408865,-4.824619301,-5.290476946,3.14668078557039,3.55548344977368,0.885021918965953
104.261199951172,30.3084411621094,13.16,-5.383521539,-5.156296885,-5.229458773,-5.204469633,-4.935386798,-4.75408865,-4.713596775,-5.196058241,3.14655152269849,3.59702522458809,0.874764931085191
104.261825561523,30.3084449768066,13.1,-5.283446223,-5.13211316,-5.570207822,-5.340825507,-5.223697585,-4.739531408,-4.98963255,-5.640638078,3.16542918237536,3.45411595040082,0.916422386459854
104.262245178223,30.3084468841553,11.17,-5.356018866,-5.55513891,-5.801396058,-5.434745475,-5.062399411,-4.967530423,-5.011190061,-5.483189437,2.85076051237822,3.37279442363302,0.845222137585104
104.265151977539,30.3085536956787,16.03,-5.457300175,-5.125391523,-5.940875901,-5.364039402,-5.09774592,-4.940242637,-5.023239129,-5.772162792,3.17069377527164,3.32946323343498,0.952313797440694
104.261512756348,30.3085327148438,13.19,-5.383989071,-5.334601956,-5.352317443,-5.229643136,-5.056880741,-4.739261669,-4.931367866,-5.340018442,3.01056913530032,3.54223536110334,0.849906578303306
104.262031555176,30.3085346221924,11.9,-5.284075236,-5.553876081,-5.746100604,-5.464008532,-5.104121994,-4.804351765,-5.010738687,-5.574150929,2.8516475463627,3.39114336709883,0.840910347238527
104.265151977539,30.3085536956787,15.92,-5.457300175,-5.125391523,-5.940875901,-5.364039402,-5.09774592,-4.940242637,-5.023239129,-5.772162792,3.17069377527164,3.32946323343498,0.952313797440694
104.262237548828,30.308536529541,11.21,-5.354887335,-5.55513891,-5.903167893,-5.434745475,-5.104659611,-5.067974096,-5.01051147,-5.482614144,2.85076051237822,3.34076855751324,0.853324755456941
104.264739990234,30.3085498809814,12.02,-5.453052367,-5.359023074,-5.517174693,-5.174702664,-5.214143562,-4.674888615,-5.000409182,-5.587720473,2.99240140902243,3.47451513647464,0.861242876051657
104.261512756348,30.3085327148438,13.19,-5.383989071,-5.334601956,-5.352317443,-5.229643136,-5.056880741,-4.739261669,-4.931367866,-5.340018442,3.01056913530032,3.54223536110334,0.849906578303306
104.262237548828,30.308536529541,11.16,-5.354887335,-5.55513891,-5.903167893,-5.434745475,-5.104659611,-5.067974096,-5.01051147,-5.482614144,2.85076051237822,3.34076855751324,0.853324755456941
104.2617188,30.3085346221924,13.3,-5.281561008,-5.334400523,-5.420514797,-5.258159723,-5.147941363,-4.738721345,-4.949988781,-5.639425152,3.01071945922488,3.51342299070538,0.856919154678959
104.264320373535,30.3085479736328,9.15,-5.337407088,-5.389471,-5.724638164,-5.302999334,-4.806142117,-4.703664473,-4.495938027,-4.864299138,2.9699103539653,3.39844896581841,0.873901707466157
104.265045166016,30.3085517883301,14.98,-5.456298071,-5.125391523,-6.062956586,-5.36245176,-5.097078115,-4.939688582,-4.872047738,-5.993524354,3.17069377527164,3.29487009047431,0.962312227252396
104.262138366699,30.308536529541,11.83,-5.285123305,-5.553876081,-5.903167893,-5.464008532,-5.103987405,-4.966506472,-4.914927238,-5.512403111,2.8516475463627,3.34076855751324,0.853590273396665
104.265258789062,30.3085536956787,15.94,-5.457047945,-5.10016786,-5.73320017,-5.425862498,-5.167663422,-4.940796347,-5.154118256,-5.772162792,3.19051775690342,3.39552214258259,0.939625077654995
104.261932373047,30.3085346221924,12.93,-5.283234837,-5.402695345,-5.657014628,-5.432281088,-5.223697585,-4.740342607,-5.029994821,-5.57402356,2.96019788316377,3.42214915268183,0.865011357218009
104.261932373047,30.3085346221924,12.48,-5.283234837,-5.402695345,-5.657014628,-5.432281088,-5.223697585,-4.740342607,-5.029994821,-5.57402356,2.96019788316377,3.42214915268183,0.865011357218009
104.264427185059,30.3085498809814,9.55,-5.338295356,-5.425983754,-5.632967236,-5.302833356,-5.049894732,-4.71744329,-4.637304386,-5.078631551,2.94317728400348,3.4308294210881,0.857861736264943
104.265464782715,30.3086452484131,18.01,-5.382343988,-5.181994843,-5.561129273,-5.525076565,-5.442714777,-4.940906501,-5.155033498,-5.814581299,3.12660240747796,3.45756085282969,0.904279791610647
104.261619567871,30.3086242675781,13.34,-5.280516847,-5.334400523,-5.322188973,-5.156522388,-5.057521274,-4.739081387,-4.949988781,-5.340415263,3.01071945922488,3.55532671748853,0.846819349798502
104.261924743652,30.3086242675781,13.23,-5.282188744,-5.402695345,-5.570207822,-5.432281088,-5.197011715,-4.637228508,-4.895135539,-5.57402356,2.96019788316377,3.45411595040082,0.857005938906095
104.262451171875,30.3086280822754,8.56,-5.356918496,-5.63999329,-5.703302143,-5.344107776,-5.176360197,-4.874304137,-4.990514582,-5.267744641,2.79192966207564,3.40581439134055,0.8197539094245
104.264839172363,30.3086414337158,11.66,-5.453052367,-5.072922015,-5.442679781,-5.331854112,-5.031781607,-4.703404082,-4.923767953,-5.587720473,3.21205037287952,3.50430220446064,0.916601989631741
104.264945983887,30.3086414337158,12.51,-5.454051221,-5.125391523,-5.341865398,-5.361394616,-5.031657265,-4.765954116,-4.836913931,-5.588360044,3.17069377527164,3.54675169956703,0.893971172455827
104.261405944824,30.3086223602295,13.36,-5.383059039,-5.182642294,-5.604974366,-5.229643136,-5.056369517,-4.818328274,-4.824619301,-5.241118324,3.1261012816032,3.44110249693678,0.908459217470568
104.264526367188,30.3086395263672,10.22,-5.338076994,-5.424657404,-5.593950645,-5.302833356,-5.072360195,-4.674551655,-4.637304386,-4.864603783,2.94414379296241,3.44519814968326,0.854564429982954
104.261199951172,30.3086204528809,13.19,-5.38120708,-5.328347364,-5.229299347,-5.204469633,-4.934822153,-4.706153628,-4.669429682,-5.195115399,3.015240365,3.59709874961062,0.838242309888877
104.265464782715,30.3086452484131,17.71,-5.382343988,-5.181994843,-5.561129273,-5.525076565,-5.442714777,-4.940906501,-5.155033498,-5.814581299,3.12660240747796,3.45756085282969,0.904279791610647
104.265464782715,30.3087348937988,17.85,-5.181360809,-5.17939955,-5.688862896,-5.521134088,-5.443663234,-4.886277662,-5.177321717,-5.732504374,3.12861189669686,3.41085750809429,0.917250834803964
104.26473236084,30.3087310791016,11.04,-5.14649852,-5.047764389,-5.442679781,-5.303997,-5.072360195,-4.703316855,-4.923767953,-5.11939687,3.23204107023011,3.50430220446064,0.922306605325314
104.261093139648,30.3087100982666,13.18,-5.013688766,-5.098415067,-5.046809264,-5.154380446,-4.825175072,-4.705371125,-4.669429682,-5.129093486,3.19189929278622,3.68541567155103,0.86608935795915
104.264419555664,30.3087291717529,8.34,-4.845152579,-5.229725961,-5.632967236,-5.170924947,-5.049258919,-4.673793485,-4.425833711,-4.41831764,3.08985684949171,3.4308294210881,0.900615119626599
104.262237548828,30.3087177276611,9.8,-5.354887335,-5.593373914,-5.53025279,-5.402445149,-5.276744498,-4.890663803,-4.777328957,-5.267837683,2.82406220819785,3.46942274590273,0.813986191660552
104.265563964844,30.3087368011475,18.11,-5.182118867,-5.298415741,-5.946191305,-5.597232098,-5.443472943,-4.940352078,-5.177321717,-5.733245346,3.03769657050662,3.32789353548107,0.912798603116219
104.261405944824,30.3087120056152,13.42,-5.015602189,-5.127676965,-5.691391594,-5.229643136,-4.934822153,-4.649128643,-4.774934668,-5.240669768,3.16890288627252,3.40997089938774,0.929304964696766
