Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_10,stumpf,log-linear,random_forest_prediction,random_forest_depth
104.267669677734,30.3196659088135,21.78,-4.668979317,-4.888033883,-5.200735654,-4.8820867,-4.639287901,-4.445060457,-4.627301842,-5.255304145,3.36129426984491,18.38266530528179,18.39703968614405,19.903599999999987,19.576358333333303
104.272041320801,30.3053436279297,14.57,-5.518021524,-5.484358292,-6.228442527,-5.772087853,-5.48627684,-5.157508395,-5.283208107,-5.542231596,2.90098744599201,19.301146914629527,16.36292513970255,14.6808,14.669669999999995
104.269828796387,30.3090305328369,27.53,-5.242342423,-5.542069843,-5.595128666,-5.707511869,-5.574342473,-5.102139978,-5.414605222,-5.836367874,2.85995656169662,18.22276276127414,17.67040106816349,21.80060000000001,20.24703250000001
104.272987365723,30.3041744232178,9.85,-5.239344522,-5.712817625,-5.980696501,-5.743590813,-5.344033267,-4.715876233,-4.883032452,-5.226043368,2.74267785715447,17.687316708837614,15.623918049228168,10.256974999999995,10.161455000000013
104.270149230957,30.3080387115479,18.0,-5.255908633,-5.409982009,-5.60852598,-5.372882222,-5.277677662,-5.025651842,-5.394416053,-5.893134678,2.95486088215106,18.688097064197592,18.23412323189693,19.01025000000002,18.900502500000005
104.267143249512,30.3202056884766,16.36,-4.757041485,-4.749109192,-5.039230972,-4.877676966,-4.677344703,-4.313113674,-4.521042057,-5.251129131,3.47677017402038,19.223749144842344,18.421097906480984,16.612174999999983,16.79029999999996
104.267669677734,30.3199367523193,17.22,-4.667303479,-4.770725834,-5.197774176,-4.917258434,-4.741933064,-4.454932576,-4.586396273,-5.253031485,3.45862619611344,18.805252291458373,18.480759403823,21.998750000000005,19.144830833333316
104.267196655273,30.3138885498047,18.65,-5.170458549,-4.99439122,-5.338271814,-5.100074247,-5.184386927,-4.828631933,-5.14853087,-5.665131461,3.27478993246735,19.80592918322668,18.58626356342356,18.74524333333335,18.190187500000032
104.275619506836,30.2994976043701,18.94,-5.923511119,-5.735317861,-5.558378651,-6.011502849,-5.661381496,-5.250035714,-6.1360456,-6.563872331,2.72769708564696,19.75621217931001,18.171405134659693,19.727200000000003,20.018015000000023
104.26717376709,30.3168659210205,27.22,-4.885036195,-4.865355774,-5.1399015,-5.121884356,-4.873692277,-4.688129047,-4.886954844,-5.542951663,3.37995779874436,19.26560405967689,18.69588860343227,26.481810000000014,26.684290000000004
104.265449523926,30.3101787567139,26.23,-5.259783188,-5.483345527,-5.66529652,-5.68977807,-5.255646574,-5.009371484,-5.16599612,-5.93221659,2.90171357116317,18.4661037286356,17.660402537433704,20.242866666666664,21.233741666666685
104.268997192383,30.3090267181396,18.43,-5.236117947,-5.459026403,-5.869934402,-5.446013759,-5.261288801,-5.120210874,-5.407464184,-5.750725316,2.91921200380173,18.464643569023792,17.8164355888229,19.319466666666653,16.936824999999995
104.267333984375,30.3231830596924,10.2,-4.738159472,-4.94695975,-5.043848543,-4.808947082,-4.581146607,-4.14744265,-4.36329319,-4.838756522,3.3131553092074,18.43184482843324,17.742938573803183,9.39913333333332,9.035259523809522
104.269630432129,30.308126449585,27.13,-5.252647386,-5.367498285,-5.487312634,-5.563259909,-5.327712115,-5.154623143,-5.229206259,-6.030265046,2.98612304641158,18.814996437631947,18.473527186134568,20.89295000000001,21.713187500000018
104.267021179199,30.3232727050781,13.28,-4.715984247,-4.922277595,-4.867439836,-4.757690762,-4.478735867,-4.155208912,-4.234926748,-4.853243835,3.33325591467972,18.43694489063324,17.878014747343084,11.373216666666664,12.577775000000017
104.26749420166,30.3157844543457,26.68,-5.12365131,-4.981760596,-5.293178909,-5.132555371,-4.917354428,-4.636568256,-4.969262418,-5.488723342,3.28497227248052,19.690184104893603,18.178241696104426,23.139850000000003,23.326912916666647
104.258163452148,30.3116722106934,18.46,-5.187783499,-5.403768371,-5.331351844,-5.316874923,-4.959920063,-4.533807977,-4.954899887,-5.474338693,2.95941130943713,18.47964704941407,17.29000976989468,20.28841666666668,19.419491666666662
104.267028808594,30.321647644043,26.54,-4.726584478,-5.001980518,-4.919816291,-4.767119939,-4.795245162,-4.380650793,-4.478453018,-5.111980946,3.26868374642362,18.19424322641396,18.20445968183921,20.101475000000008,20.599569999999982
104.266693115234,30.3114490509033,24.57,-5.133129291,-5.782192498,-5.706766805,-5.608652041,-5.252358116,-5.112763869,-5.37186542,-5.680759431,2.69685179180859,17.12293477853001,17.089145497978976,23.42014166666666,23.088874285714287
104.27165222168,30.3019123077393,25.19,-5.592894272,-5.826478539,-6.200172359,-6.06100013,-5.824088843,-5.197253513,-5.445573453,-5.731948143,2.66816728722785,18.48294207372212,15.472247586044857,21.174853333333328,22.428663333333326
104.266777038574,30.3140659332275,17.0,-4.929041719,-4.991248206,-5.505742443,-5.097245387,-4.963846867,-4.77707764,-4.996587876,-5.32951035,3.27732138253503,18.972643084309368,18.211849428990543,21.37926,18.951317500000005
104.273414611816,30.3019218444824,24.09,-5.517277561,-5.790225505,-5.949502608,-5.909761289,-5.485394009,-5.132896145,-5.363077602,-5.952972588,2.69161555519295,18.354291693583946,16.414310365802972,17.75380000000001,20.549525000000003
104.267463684082,30.3191242218018,20.28,-4.786075475,-4.934441612,-5.421051652,-4.902870145,-4.826608627,-4.505318817,-4.686345178,-5.280899814,3.32333829734381,18.65434777450957,18.22083885585049,22.21928095238096,21.640420000000017
104.266143798828,30.3155078887939,16.58,-5.090055724,-4.932567127,-5.198957883,-5.250377431,-4.951824369,-4.633982975,-4.965270142,-5.345375197,3.32486515721139,19.74984359350924,18.03627218297421,17.13168928571429,17.955694047619062
104.270385742188,30.3046112060547,23.29,-5.750517926,-5.599845356,-6.218906833,-6.136382849,-5.624493399,-5.453684774,-5.623991812,-5.712767161,2.8195739830291,19.65749443681809,15.824000731224752,16.538600000000002,19.050350000000005
104.256500244141,30.3108501434326,16.14,-5.215635993,-5.238356758,-5.701685124,-5.431921401,-4.882481899,-4.59677265,-4.811813053,-5.81999459,3.08325582023943,19.11774174122448,17.657691962231798,18.28504999999999,15.938654166666675
104.273216247559,30.3005676269531,13.39,-5.716524058,-5.752980121,-5.751011154,-6.155001931,-5.367992459,-5.009262663,-5.492424355,-5.669990046,2.71601663240112,19.08348548048056,15.188041676463174,19.29763333333333,15.091324999999975
104.267562866211,30.3204784393311,15.63,-4.757287816,-4.863242291,-5.138947464,-4.931854835,-4.722776839,-4.364709196,-4.484265827,-5.058467841,3.38170094952214,18.80406792712722,18.048156235876856,17.00616523809524,15.867681666666659
104.270072937012,30.3047008514404,29.02,-5.553969986,-6.006310923,-6.293905784,-5.856024804,-5.660537252,-5.551179908,-5.739100781,-6.122584538,2.55637164240123,17.8373884525881,16.711788356657006,19.94765999999998,21.97831666666668
104.268676757812,30.3101978302002,14.3,-5.252561707,-5.338020703,-5.747037549,-5.344423615,-5.4187838,-5.110006239,-5.366227798,-6.003962651,3.00801898,18.9110776617988,18.568918216817767,19.215133333333327,18.738340833333332
104.260032653809,30.3120441436768,27.18,-5.138240222,-5.114692101,-5.514085403,-5.16796154,-5.159220061,-4.747017456,-4.723580806,-5.266980758,3.17908967276592,19.27503987280249,17.598487108304337,21.861699999999992,21.97446107142855
104.265609741211,30.3165874481201,26.34,-4.949203074,-5.011850826,-5.301249015,-5.030448419,-4.980634141,-4.669469508,-4.957114775,-5.635980005,3.26075589428061,18.972079466572268,18.62157064298526,24.746,24.057400833333322
104.273101806641,30.3020095825195,24.0,-5.514200203,-5.687107321,-6.006756804,-5.723559727,-5.418721242,-5.278855013,-5.27898431,-6.161674088,2.75993323999028,18.656139203036982,17.44479220973572,16.058300000000003,20.381716666666662
104.272895812988,30.3018283843994,23.5,-5.515389175,-5.375496689,-6.009538682,-5.64234711,-5.248438405,-5.203165487,-5.305970781,-5.950534436,2.98021057443484,19.64437412160092,17.57005534996719,22.212199999999992,21.013912499999996
104.275619506836,30.299768447876,19.29,-5.74564395,-5.639396989,-6.360898876,-6.415353006,-5.51175096,-5.199610212,-6.196418357,-6.325810177,2.79233771696455,19.519631093775587,16.91911143057417,20.637300000000018,21.253325000000004
104.261154174805,30.3145771026611,19.56,-5.093964511,-5.234599135,-5.491613112,-5.337842415,-5.123055504,-4.869103774,-4.931288954,-5.498681726,3.08612808847608,18.71553365983613,17.81102166471529,21.804649999999988,22.13509999999998
104.264434814453,30.3076457977295,10.97,-5.246633298,-5.270923182,-5.690638242,-5.397842399,-5.299431848,-4.802510255,-5.02645333,-5.305303089,3.05846972422563,19.113011950613213,17.165779664950186,13.908,11.678499999999994
104.269104003906,30.3088455200195,18.06,-5.375389488,-5.391356177,-5.927248268,-5.55058309,-5.317634913,-5.122077673,-5.381293809,-5.752993475,2.968523724,19.142160910772333,17.56850879142792,17.724899999999977,17.684150000000017
104.274154663086,30.3008422851562,19.35,-5.576024789,-5.2926912,-5.6641688,-5.659007344,-5.904750748,-5.165000369,-5.528089887,-6.239386151,3.04201046534859,20.10952207370849,18.527149996133225,19.25403809523809,19.841619642857136
