Longitude,Latitude,depth,stumpf,log-linear,random_forest_prediction,random_forest_depth
114.29997253418,22.5647888183594,17.962,13.359856933926846,10.918141741704456,16.447409999999994,17.882342000000104
114.303772,22.56936646,13.399,13.288343752498838,12.109976731498737,13.607479999999995,13.627790800000051
114.2916336,22.57855034,5.778,13.330345120833451,8.314513393417984,7.284822,6.152225999999998
114.3033829,22.56954002,13.473,13.204640623696609,11.82385024191773,14.546279999999992,13.935314333333356
114.2898483,22.58041573,5.936,12.900619380377051,8.19205607424099,5.996676500000002,6.223625999999984
114.2928009,22.57360458,17.142,13.255773275509824,10.348973968536276,17.182204999999996,17.151902800000084
114.2913589,22.57791328,13.498,13.401713254301894,9.407592957682407,10.483060000000004,12.01583066666667
114.2981949,22.57143784,10.303,13.28335622949438,9.614613838409335,13.401226666666672,10.626316000000003
114.294899,22.57075119,17.462,13.2574621923938,11.504845884659764,15.289609999999998,16.723970666666634
114.2991714,22.56603813,17.936,13.29834603812756,10.946711004142848,17.800683333333335,17.80318833333332
114.3018265,22.57953262,11.937,13.227584149111667,9.173102247477605,12.239310000000003,11.67422100000001
114.3045959,22.56685257,17.462,13.2462426772661,11.186032310847756,17.470450000000014,17.493803200000002
114.2974091,22.57151604,10.206,13.340796459772934,9.699912390872049,15.678800000000008,10.965335999999985
114.3015594,22.57826614,12.221,12.62321978910096,8.60894838768932,11.380100000000002,11.337191333333315
114.3019104,22.57511139,11.513,13.451067492199863,8.742229341574205,10.91497,11.32102600000003
114.3093719,22.56620979,17.972,13.267202480352596,13.023327629361283,15.69301,17.640264533333315
114.3003235,22.57165527,9.296,13.59230708360067,8.096133248222628,9.02039,9.04942400000003
114.3007736,22.57346725,8.479,13.614827242743726,8.098877226295619,7.820193222222218,7.926414628571405
114.3015747,22.57230759,7.143,13.547397042851854,8.393171360102864,6.702113333333338,6.542836000000025
114.2965622,22.57023811,17.75,13.277763580522397,10.839715916788167,17.071120000000015,16.704725999999972
114.293129,22.57676888,10.563,12.773692427252971,8.880590460658917,8.358460000000003,7.686338000000008
114.301712,22.5704155,12.1,13.296638450103831,10.625897908981283,12.786799999999994,12.093027833333373
114.2917404,22.5782814,5.088,12.79891967755957,8.645853107351103,5.219769999999994,5.821519999999999
114.3023911,22.58053589,12.22,13.47040139916884,9.11395567729201,12.200974999999994,12.07110730000002
114.2898331,22.57617188,16.855,13.384206520385408,9.814541777464663,16.302736666666675,16.281394666666632
114.3077011,22.56735611,15.222,13.256557279802973,13.016978431103055,17.242090000000008,15.314386000000049
114.3080139,22.56609726,17.157,13.150770626664396,14.509251984408118,17.41942000000001,17.57442778571428
